Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2015,0.79,0.15,4.44,0.0,127.08,103.95,2.8,0.16,0.34,218.19,14.19,22.86,0.03,27.89,0.32,0.91,58.49,24.58,28.48,2.0,10.88,33.75,0.03,0.66,6.35,135.18,1.03,4.2,0.0,2.97,0.0,137.94,1.86,42.55,4249.54,7.26,3.59,0.01,1.67,0.03,28.58,0.05,0.34,0.11,19.49,0.64,4.14,46.24,359.24,0.18,0.13,9.85,16.58,68.62,12.63,166.22,0.26,,122.89,8.59,0.0,14.83,0.48,0.01,44.87,0.13,1.2,185.17,2.38,5.83,0.22,0.24,0.28,0.06,0.83,36.2,0.21,0.09,4.34,1.68,0.97,37.79,5.04,3.72,0.95,11.28,209.72,1080.58,20.18,263.33,68.03,0.0,63.01,170.81,3.84,18.83,871.58,82.19,1.0,1.93,2.54,0.03,0.21,367.84,68.29,2.26,18.14,0.31,37.5,0.38,6.77,0.0,2.55,0.91,2.76,0.75,25.1,5.77,0.82,0.61,250.54,3.62,1.3,1.2,6.56,1.51,5.29,1.29,0.84,0.01,2.31,0.13,135.17,0.04,2.49,0.53,26.7,2.29,0.0,91.22,2.93,0.0,0.03,8.68,32.75,5.97,15957.02,70.51,3.57,22.82,61.46,3.11,141.61,20.52,9.0,26.78,0.0,0.51,0.48,41.5,27.83,703.12,0.22,350.59,4.63,4.04,48.82,0.01,0.09,0.04,2.53,0.35,0.05,27.48,0.58,0.09,1.37,5.42,4.8,3.15,0.02,0.45,17.57,0.23,0.29,0.38,164.02,0.16,22.53,0.35,0.05,9.56,18.9,178.12,212.88,4.34,0.08,68.95,0.94,2730.32,50.59,0.13,52.52,0.21,0.77,105.61,0.05,0.09,5.64,231.29,0.4,4.55
2016,0.8,0.15,4.55,0.0,129.29,107.41,2.58,0.17,0.34,216.49,13.79,22.76,0.02,26.54,0.27,0.83,67.85,21.71,28.51,1.97,12.1,33.14,0.02,0.65,7.37,97.21,1.03,4.27,0.0,2.69,0.0,135.68,2.14,45.02,4397.19,8.55,2.73,0.01,1.82,0.03,26.19,0.06,0.36,0.19,19.64,0.67,4.46,48.51,367.76,0.09,0.12,12.01,16.7,70.7,10.87,172.36,0.27,,107.44,10.58,0.0,15.14,0.43,0.01,56.64,0.16,1.36,184.44,2.24,7.61,0.21,0.51,0.3,0.08,0.93,38.95,0.22,0.08,4.53,1.67,1.06,37.98,4.83,4.24,1.01,12.58,217.97,1155.63,22.69,264.07,78.5,0.0,65.31,177.94,3.94,18.81,894.25,82.66,1.04,1.77,3.07,0.03,0.22,380.87,70.08,7.96,18.98,0.3,31.41,0.39,9.59,0.0,1.53,0.33,2.94,0.79,25.78,5.61,0.98,0.66,260.8,3.56,1.45,0.72,8.12,1.3,5.42,3.26,0.87,0.01,2.38,0.13,135.56,0.06,2.85,0.69,28.33,2.19,0.0,95.22,2.88,0.0,0.03,6.76,34.23,5.73,16263.24,81.61,3.63,25.61,68.81,3.35,143.19,20.25,11.1,26.75,0.0,0.49,0.47,42.31,25.96,708.68,0.32,357.61,6.38,4.35,50.09,0.01,0.1,0.08,2.51,0.35,0.05,27.75,0.52,0.1,1.02,5.4,5.45,3.66,0.03,0.49,17.21,0.25,0.29,0.74,163.75,0.61,22.53,0.41,0.06,9.41,19.0,184.16,221.42,4.35,0.07,74.37,0.44,2656.96,51.85,0.14,53.88,0.22,0.76,114.9,0.06,0.1,4.65,229.61,0.67,3.95
2017,0.83,0.17,3.09,0.0,133.82,105.84,2.87,0.16,0.34,219.78,16.04,22.34,0.07,27.31,0.32,0.96,72.16,23.16,29.22,1.99,12.42,33.73,0.02,0.66,7.18,106.56,1.01,4.16,0.0,3.02,0.0,128.19,2.01,44.56,4689.28,7.97,2.95,0.01,1.76,0.03,16.4,0.09,0.35,0.04,19.77,0.67,4.57,47.79,352.46,0.06,0.1,9.1,16.16,75.43,7.37,177.71,0.33,,126.41,11.3,0.0,13.57,0.51,0.01,65.47,0.16,1.3,168.99,2.23,7.63,0.21,0.54,0.31,0.08,0.9,41.0,0.23,0.12,3.87,1.71,1.08,36.79,4.0,4.65,0.93,13.34,222.64,1199.02,21.78,280.55,91.34,0.0,65.75,188.2,3.87,19.38,884.49,91.48,2.07,1.31,4.06,0.03,0.22,405.65,68.85,10.93,20.77,0.35,33.27,0.4,10.27,0.0,1.03,0.3,2.07,1.26,26.88,4.65,1.15,0.71,267.43,4.31,1.87,1.48,9.82,1.36,5.78,3.44,1.02,0.01,2.49,0.0,132.7,0.07,2.79,0.55,24.44,1.99,0.0,95.21,2.79,0.0,0.03,8.2,36.13,5.74,16622.69,89.61,3.11,21.82,71.19,3.14,145.78,16.01,11.6,35.01,0.0,0.5,0.47,45.56,27.74,701.67,0.35,394.92,6.2,4.19,50.77,0.01,0.1,0.09,1.4,0.35,0.05,27.15,0.54,0.1,0.87,5.8,5.32,3.47,0.02,0.5,17.66,0.29,0.3,0.6,157.1,0.98,23.89,0.43,0.06,9.31,19.98,210.05,237.11,4.61,0.07,59.6,0.22,2540.17,52.9,0.13,43.19,0.17,0.59,108.21,0.06,0.11,3.86,228.82,1.99,3.42
2018,0.81,0.2,2.7,0.0,134.81,104.69,3.38,0.16,0.35,213.14,14.61,23.18,0.1,28.11,0.19,1.6,77.75,21.0,29.54,2.0,12.52,38.18,0.03,0.63,7.07,90.43,1.01,4.3,0.0,3.1,0.0,127.78,1.9,44.26,5035.82,7.04,3.51,0.01,2.0,0.03,18.51,0.1,0.34,0.16,20.08,0.66,4.58,47.49,333.35,0.05,0.09,9.46,16.9,75.93,8.21,182.93,0.34,,111.76,10.38,0.0,15.3,0.45,0.01,49.45,0.18,1.47,158.52,2.11,8.84,0.22,0.73,0.39,0.08,0.91,36.47,0.23,0.1,4.49,1.66,1.11,36.42,3.61,3.74,0.85,12.55,235.41,1276.52,20.7,294.63,96.53,0.0,67.14,171.65,3.38,18.21,858.48,96.36,1.55,1.26,3.48,0.03,0.22,431.59,74.04,12.02,20.81,0.28,34.17,0.4,9.02,0.0,0.72,0.28,3.23,0.47,27.71,5.06,1.35,0.76,280.5,3.65,2.16,1.77,9.05,1.55,6.13,3.12,1.02,0.01,2.48,0.33,142.27,0.02,3.08,0.52,28.94,1.92,0.0,90.71,2.89,0.0,0.04,7.26,37.71,5.61,17166.33,86.6,2.49,21.23,76.43,3.36,147.81,17.22,12.1,28.94,0.0,0.36,0.48,47.91,26.5,712.61,0.48,374.61,6.6,4.24,51.48,0.01,0.1,0.09,1.2,0.35,0.05,25.77,0.54,0.1,0.89,6.01,5.12,3.66,0.02,0.51,21.54,0.26,0.32,0.39,152.24,1.35,25.36,0.45,0.06,9.22,20.37,203.33,236.99,4.99,0.31,62.43,0.36,2661.3,57.24,0.13,41.51,0.16,0.61,133.1,0.06,0.09,3.01,232.24,2.5,4.18
2019,0.82,0.18,4.24,0.0,134.79,96.31,3.05,0.16,0.35,210.64,16.05,24.16,0.12,29.72,0.53,1.34,83.92,19.67,33.09,2.01,11.03,39.42,0.07,0.6,6.62,101.76,1.02,4.93,0.0,2.5,0.0,126.5,1.9,45.17,5140.16,7.13,3.19,0.01,2.81,0.03,24.04,0.11,0.36,0.1,19.81,0.7,4.63,45.41,283.85,0.09,0.12,6.3,18.61,80.74,7.21,180.02,0.35,,111.18,5.47,0.01,12.86,0.48,0.01,53.61,0.23,1.52,151.19,2.84,9.98,0.22,0.74,0.46,0.08,0.95,31.85,0.24,0.08,4.59,1.67,1.11,36.78,5.02,4.3,0.89,13.29,247.4,1273.78,18.92,277.36,110.19,0.0,69.05,174.16,4.05,17.57,805.35,95.38,1.31,1.26,4.58,0.03,0.22,407.88,74.94,11.41,20.47,0.29,34.62,0.41,11.04,0.0,0.87,0.27,3.25,0.62,32.39,5.32,1.52,0.78,275.88,4.53,2.35,1.86,8.45,1.5,6.25,3.92,1.1,0.01,2.53,0.07,149.7,0.05,2.87,0.65,27.95,1.97,0.0,93.34,2.76,0.0,0.04,7.69,38.83,6.04,17081.74,85.12,5.5,22.44,83.99,3.15,137.76,18.42,12.8,24.19,0.0,0.69,0.49,49.87,22.85,712.95,0.42,378.33,5.88,5.04,52.63,0.01,0.1,0.01,1.76,0.35,0.05,26.35,0.55,0.1,1.07,6.28,5.03,3.35,0.04,0.53,21.54,0.26,0.33,0.48,158.79,1.79,22.5,0.52,0.06,9.19,21.33,168.71,228.43,5.19,0.14,59.27,0.28,2588.21,57.09,0.13,35.44,0.16,0.65,164.88,0.06,0.1,2.8,226.62,2.27,4.1
2020,0.82,0.12,4.1,0.0,130.5,98.01,3.17,0.17,0.33,200.87,13.62,24.43,0.09,30.41,0.98,1.29,84.21,16.04,33.36,2.02,11.89,36.85,0.05,0.58,6.61,91.79,0.99,5.74,0.0,2.17,0.0,119.79,1.87,43.09,5227.93,7.82,3.51,0.01,2.93,0.03,26.96,0.13,0.35,0.02,18.13,0.67,4.25,39.72,250.88,0.13,0.12,5.13,16.34,78.49,6.37,174.03,0.36,,87.38,3.11,0.01,10.02,0.4,0.01,48.39,0.25,1.5,130.1,2.82,12.36,0.21,0.97,0.48,0.08,0.92,29.96,0.22,0.09,3.01,1.63,1.11,34.16,4.6,4.68,0.88,13.34,238.93,1221.66,18.51,305.95,112.58,0.0,67.91,159.91,3.69,16.78,775.0,96.69,0.75,1.42,4.53,0.03,0.21,376.54,74.55,11.35,17.02,0.32,29.49,0.37,10.63,0.0,2.13,0.25,2.08,0.37,31.36,5.82,1.28,0.78,245.19,3.86,2.33,1.9,9.64,1.62,5.96,3.14,1.16,0.01,2.2,0.01,143.42,0.07,2.73,0.65,30.19,1.14,0.0,85.14,2.29,0.0,0.04,8.27,38.33,6.34,16598.75,94.22,2.66,19.35,80.15,2.98,128.92,18.31,11.2,21.28,0.0,0.66,0.46,49.26,19.13,653.26,0.33,380.68,6.05,5.04,51.58,0.01,0.1,0.01,0.98,0.34,0.05,27.02,0.55,0.1,1.06,6.22,4.96,2.44,0.02,0.52,20.23,0.25,0.33,0.52,151.4,1.99,25.76,0.5,0.06,9.22,20.71,174.67,235.16,4.59,0.12,54.64,0.81,2431.9,61.52,0.13,17.97,0.16,0.63,159.05,0.06,0.11,2.45,215.57,2.21,2.78
2021,0.83,0.13,4.14,0.0,132.25,105.94,3.38,0.17,0.33,190.18,13.93,26.27,0.12,26.32,1.11,1.4,94.3,20.42,33.87,2.03,11.23,34.2,0.05,0.58,6.69,133.83,0.98,5.7,0.0,2.48,0.0,122.0,1.72,44.06,5678.03,8.64,3.12,0.0,3.03,0.02,21.03,0.13,0.35,0.0,17.04,0.68,4.34,42.29,277.2,0.13,0.12,6.82,17.62,84.79,6.04,185.27,0.37,,88.44,4.32,0.0,10.33,0.4,0.01,48.84,0.26,1.58,140.82,2.38,14.4,0.23,0.98,0.5,0.08,0.96,32.11,0.23,0.08,4.1,1.66,1.1,35.96,4.29,4.58,0.9,13.2,253.16,1319.35,19.98,337.31,116.73,0.0,68.28,169.16,3.77,16.45,765.31,102.49,1.26,2.18,4.15,0.03,0.21,401.65,80.59,11.88,9.38,0.25,34.78,0.39,8.86,0.0,1.68,0.24,2.13,0.29,33.12,6.22,1.69,0.79,235.99,3.88,2.4,1.95,10.12,1.44,6.61,3.21,1.13,0.01,2.35,0.08,141.48,0.04,2.26,0.69,31.1,1.3,0.0,76.62,1.07,0.0,0.04,7.96,41.02,6.46,17555.38,101.7,2.62,21.9,82.35,3.41,148.23,18.46,9.4,17.68,0.0,0.69,0.47,51.64,20.94,714.44,0.41,392.1,6.61,5.31,54.17,0.01,0.1,0.01,0.99,0.34,0.05,24.91,0.56,0.1,1.08,7.2,4.44,3.06,0.02,0.52,20.87,0.26,0.41,0.55,149.89,2.06,28.39,0.51,0.06,9.26,21.22,211.81,247.52,5.46,0.13,47.65,2.46,2512.39,66.42,0.12,17.22,0.17,0.64,145.13,0.06,0.09,2.42,214.1,1.42,2.51
2022,0.83,0.13,4.23,0.0,125.46,95.93,3.88,0.17,0.34,185.48,14.09,27.1,0.12,26.02,0.97,1.43,100.66,24.19,35.6,2.03,11.11,31.24,0.06,0.62,7.5,68.71,1.01,5.6,0.0,2.55,0.0,120.04,1.59,40.67,5760.34,9.16,2.86,0.0,3.87,0.02,21.25,0.14,0.36,0.0,14.98,0.68,4.38,41.94,280.63,0.13,0.13,6.48,18.08,90.61,7.93,192.52,0.39,,105.65,6.08,0.0,8.17,0.42,0.01,60.35,0.26,1.66,139.28,3.39,14.85,0.21,1.02,0.51,0.08,1.03,29.22,0.24,0.07,2.07,1.66,1.25,35.77,4.57,5.15,0.82,12.31,268.13,1404.39,20.54,344.54,130.83,0.0,68.58,179.71,3.91,17.35,775.61,100.17,1.58,1.92,3.75,0.03,0.21,393.06,83.39,12.18,2.38,0.26,35.1,0.39,10.94,0.0,1.02,0.17,1.21,0.29,33.88,4.82,1.71,0.79,246.17,4.33,2.48,2.0,13.75,1.55,6.99,3.19,1.19,0.01,2.51,0.08,147.87,0.02,2.28,0.77,28.61,1.55,0.0,67.7,1.97,0.0,0.04,6.18,42.45,6.46,17756.57,103.14,2.79,26.81,86.83,3.62,140.91,18.83,9.8,18.72,0.0,0.68,0.47,54.03,20.03,738.13,0.44,398.98,4.74,5.75,54.59,0.01,0.1,0.01,0.61,0.34,0.05,25.02,0.5,0.08,1.17,4.8,3.68,2.88,0.02,0.53,19.2,0.26,0.37,0.72,151.89,1.57,32.59,0.51,0.07,9.49,20.76,186.21,242.36,6.7,0.15,32.02,1.37,2557.21,68.15,0.13,17.82,0.17,0.66,133.98,0.06,0.09,2.52,205.28,2.16,2.92
2023,,0.13,4.23,0.0,118.93,87.54,3.72,0.17,0.34,177.86,10.82,27.19,0.12,21.78,0.97,1.43,104.44,13.87,36.08,,10.26,30.51,0.05,0.63,7.76,64.01,1.01,5.59,0.0,2.58,,123.01,1.84,31.21,6127.58,7.67,3.01,0.0,4.1,,30.77,0.14,,0.01,14.57,0.68,4.24,34.25,224.79,0.13,0.13,4.38,20.32,95.39,7.93,195.34,0.39,,78.46,2.94,0.0,4.91,0.42,,42.38,,1.66,109.85,3.45,14.93,0.22,1.02,0.51,,1.08,24.55,,,3.43,,1.25,37.28,4.5,5.21,,10.24,285.4,1528.07,17.26,351.46,148.53,0.0,66.59,145.03,,,712.25,98.57,1.3,1.97,7.64,,,381.7,83.66,12.18,2.38,0.26,35.1,,8.44,,0.86,0.15,1.42,,33.24,4.44,,0.79,266.18,4.68,2.5,2.03,15.88,1.64,7.15,3.19,,,2.7,,151.82,0.04,,0.78,32.78,1.55,,58.99,2.35,,0.04,5.42,43.19,5.54,18002.77,103.14,4.92,29.19,91.14,3.61,119.66,18.83,,11.78,0.0,,,55.0,17.4,751.77,0.46,417.1,5.0,6.3,54.72,,0.1,0.01,0.61,0.34,,25.58,0.55,,1.22,4.49,3.65,2.33,0.02,0.54,,0.26,,0.73,160.72,1.6,33.78,0.51,0.06,9.49,20.45,185.45,239.32,8.18,,30.57,1.03,2514.3,69.2,0.13,17.93,0.17,0.65,157.62,0.06,0.09,2.55,195.43,2.14,2.7
2024,,,,,121.00917,89.93,3.52,,,180.57,10.43,25.77,,16.65,,,111.55,10.07,,,9.61,27.36,,,7.66,75.77,,,,,,130.01,1.8,26.87,6239.0,,,,,,31.19,,,0.74,,,4.36,30.78,202.93,,,4.24,21.64,,9.35,208.14,,,65.16,2.63,,4.59,,,32.09,,,95.69,2.83,,,,,,,28.78,,,,,,,,4.17,,10.01,301.68924,1595.42,16.89,357.22,,,,134.12,,,700.27,100.43,1.04,2.69,9.32,,,373.69,85.75,,,,,,7.65,,1.44,0.15,1.66,,32.24,4.6,,,269.78,3.88,,1.84,14.75,1.47,7.57,,,,,,159.22,,,,30.89,,,56.61,2.51,,,6.64,41.53,6.19,18240.9,97.68,,26.0,98.51,,119.4,17.63,,6.86,,,,58.5,16.89,776.01,,444.82214,,,56.67,,,,0.48,,,25.52,,,,4.1,4.05,2.33,,,,,,,169.9,2.41,,,,,20.0,185.57,244.84,,,15.65,0.93,2547.95,,,,,,171.09,,,,203.96,,
