Date,ABW,AFG,AGO,ALB,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COK,COL,COM,CPV,CRI,CUB,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESH,ESP,EST,ETH,FIN,FJI,FLK,FRA,FRO,GAB,GBR,GEO,GHA,GIB,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MDG,MDV,MEX,MKD,MLI,MLT,MMR,MNE,MNG,MOZ,MRT,MSR,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NIU,NLD,NOR,NPL,NRU,NZL,OMN,OWID_KOS,OWID_WRL,PAK,PAN,PER,PHL,PNG,POL,PRI,PRK,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SHN,SLB,SLE,SLV,SOM,SPM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TWN,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VGB,VIR,VNM,VUT,WSM,YEM,ZAF,ZMB,ZWE
2008,0.0,0.0,0.0,0.0,0.0,7.39,2.27,0.0,0.0,0.0,0.0,0.0,0.0,45.57,0.0,0.0,0.0,15.77,0.0,0.0,,0.0,0.0,0.0,0.0,13.97,0.0,0.0,0.0,0.0,0.0,95.35,27.7,0.0,68.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.55,148.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.97,0.0,0.0,22.96,0.0,0.0,439.45,0.0,0.0,52.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.82,0.0,15.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.74,0.0,0.0,0.0,0.0,0.0,0.0,150.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,2694.72,1.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.23,163.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,16.7,6.27,63.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.83,0.0,0.0,89.84,0.0,806.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
2009,0.0,0.0,0.0,0.0,0.0,8.18,2.29,0.0,0.0,0.0,0.0,0.0,0.0,47.22,0.0,0.0,0.0,15.26,0.0,0.0,,0.0,0.0,0.0,0.0,12.96,0.0,0.0,0.0,0.0,0.0,89.46,27.69,0.0,70.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.21,134.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.76,0.0,0.0,23.53,0.0,0.0,409.74,0.0,0.0,69.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.43,0.0,16.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,274.65,0.0,0.0,0.0,0.0,0.0,0.0,147.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25,0.0,0.0,0.0,0.0,0.0,0.0,2656.76,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,163.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.08,5.74,52.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.57,0.0,0.0,82.92,0.0,798.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.81,0.0,0.0
2010,0.0,0.0,0.0,0.0,0.0,7.21,2.29,0.0,0.0,0.0,0.0,0.0,0.0,47.94,0.0,0.0,0.0,15.25,0.0,0.0,,0.0,0.0,0.0,0.0,14.52,0.0,0.0,0.0,0.0,0.0,90.03,26.34,0.0,74.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,140.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,61.99,0.0,0.0,22.8,0.0,0.0,428.52,0.0,0.0,62.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.76,0.0,23.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,292.36,0.0,0.0,0.0,0.0,0.0,0.0,148.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.97,0.0,0.0,0.0,0.0,0.0,0.0,2725.91,2.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,170.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,14.57,5.66,57.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.63,0.0,0.0,89.15,0.0,806.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.53,0.0,0.0
2011,0.0,0.0,0.0,0.0,0.0,6.4,2.36,0.0,0.0,0.0,0.0,0.0,0.0,48.23,0.0,0.0,0.0,16.31,0.0,0.0,,0.0,0.0,0.0,0.0,15.66,0.0,0.0,0.0,0.0,0.0,92.94,26.71,0.0,87.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.28,107.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.72,0.0,0.0,23.19,0.0,0.0,442.39,0.0,0.0,68.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.69,0.0,32.22,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,162.93,0.0,0.0,0.0,0.0,0.0,0.0,154.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.14,0.0,0.0,0.0,0.0,0.0,0.0,2610.34,3.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75,172.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,15.41,6.22,60.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.12,0.0,0.0,90.25,0.0,790.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0
2012,0.0,0.0,0.0,0.0,0.0,6.4,2.12,0.0,0.0,0.0,0.0,0.0,0.0,40.29,0.0,0.0,0.0,15.78,0.0,0.0,,0.0,0.0,0.0,0.0,16.04,0.0,0.0,0.0,0.0,0.0,94.2,25.44,0.0,98.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.32,99.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,61.47,0.0,0.0,22.99,0.0,0.0,425.41,0.0,0.0,70.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.79,0.0,33.14,0.0,1.45,0.0,0.0,0.0,0.0,0.0,0.0,17.99,0.0,0.0,0.0,0.0,0.0,0.0,150.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,2432.22,5.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,177.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.49,5.53,64.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.42,0.0,0.0,90.14,0.0,769.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.97,0.0,0.0
2013,0.0,0.0,0.0,0.0,0.0,6.21,2.17,0.0,0.0,0.0,0.0,0.0,0.0,42.64,0.0,0.0,0.0,14.17,0.0,0.0,,0.0,0.0,0.0,0.0,15.45,0.0,0.0,0.0,0.0,0.0,102.72,25.99,0.0,111.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.75,97.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.73,0.0,0.0,23.61,0.0,0.0,423.68,0.0,0.0,70.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.37,0.0,33.31,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,14.6,0.0,0.0,0.0,0.0,0.0,0.0,138.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,0.0,0.0,0.0,0.0,0.0,0.0,2448.52,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.62,172.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.72,5.3,66.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41.64,0.0,0.0,83.21,0.0,789.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.11,0.0,0.0
2014,0.0,0.0,0.0,0.0,0.0,5.51,2.27,0.0,0.0,0.0,0.0,0.0,0.0,33.7,0.0,0.0,0.0,15.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,106.54,27.56,0.0,133.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33,97.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.31,0.0,0.0,23.58,0.0,0.0,436.48,0.0,0.0,63.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.65,0.0,34.69,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,2498.73,4.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.68,180.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.5,6.37,64.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42.39,0.0,0.0,88.39,0.0,797.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.79,0.0,0.0
2015,0.0,0.0,0.0,0.0,0.0,7.04,2.57,0.0,0.0,0.0,0.0,0.0,0.0,26.1,0.0,0.0,0.0,15.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.73,0.0,0.0,0.0,0.0,0.0,101.1,23.09,0.0,171.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.84,91.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,57.2,0.0,0.0,23.25,0.0,0.0,437.43,0.0,0.0,70.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.83,0.0,38.31,0.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,164.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,2532.93,4.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.64,195.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.15,5.65,56.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.47,0.0,0.0,87.63,0.0,797.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.24,0.0,0.0
2016,0.0,0.0,0.0,0.0,0.0,8.28,2.19,0.0,0.0,0.0,0.0,0.0,0.0,43.52,0.0,0.0,0.0,15.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.86,0.0,0.0,0.0,0.0,0.0,100.72,21.15,0.0,213.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.1,84.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.63,0.0,0.0,23.2,0.0,0.0,403.2,0.0,0.0,71.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.05,0.0,37.9,0.0,6.47,0.0,0.0,0.0,0.0,0.0,0.0,17.68,0.0,0.0,0.0,0.0,0.0,0.0,161.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,0.0,0.0,0.0,0.0,0.0,0.0,2571.05,5.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.29,196.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.77,5.72,63.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.66,0.0,0.0,80.95,0.0,805.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.03,0.0,0.0
2017,0.0,0.0,0.0,0.0,0.0,6.09,2.41,0.0,0.0,0.0,0.0,0.0,0.0,42.23,0.0,0.0,0.0,15.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.74,0.0,0.0,0.0,0.0,0.0,100.6,20.38,0.0,248.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.34,76.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.04,0.0,0.0,22.48,0.0,0.0,398.36,0.0,0.0,70.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.1,0.0,37.41,0.0,6.96,0.0,0.0,0.0,0.0,0.0,0.0,29.07,0.0,0.0,0.0,0.0,0.0,0.0,148.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,2594.23,8.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.51,203.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.08,6.29,65.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.45,0.0,0.0,85.58,0.0,804.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.19,0.0,0.0
2018,0.0,0.0,0.0,0.0,0.0,6.87,1.9,0.0,0.0,0.0,0.0,0.0,0.0,28.6,0.0,0.0,0.0,16.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.67,0.0,0.0,0.0,0.0,0.0,100.03,25.51,0.0,295.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.92,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,55.77,0.0,0.0,22.79,0.0,0.0,412.94,0.0,0.0,65.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.73,0.0,39.05,0.0,6.89,0.0,0.0,0.0,0.0,0.0,0.0,49.11,0.0,0.0,0.0,0.0,0.0,0.0,133.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.51,0.0,0.0,0.0,0.0,0.0,0.0,2658.7,9.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.38,204.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.84,5.78,68.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.68,0.0,0.0,84.4,0.0,807.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.58,0.0,0.0
2019,0.0,0.0,0.0,0.0,0.0,8.44,2.03,0.0,0.0,0.0,0.0,0.0,0.0,43.52,0.0,0.0,0.0,16.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.13,0.0,0.0,0.0,0.0,0.0,100.49,26.42,0.0,348.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.25,75.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.35,0.0,0.0,23.87,0.0,0.0,399.01,0.0,0.0,56.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.29,0.0,45.16,0.0,6.41,0.0,0.0,0.0,0.0,0.0,0.0,65.64,0.0,0.0,0.0,0.0,0.0,0.0,145.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.91,0.0,0.0,0.0,0.0,0.0,0.0,2754.08,9.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.28,208.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.28,5.82,66.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.32,0.0,0.0,83.0,0.0,809.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25,0.0,0.0
2020,0.0,0.0,0.0,0.0,1.63,10.01,2.55,0.0,0.0,0.0,0.0,0.0,0.0,34.43,0.0,0.0,0.0,16.63,0.0,0.0,0.0,0.34,0.0,0.0,0.0,14.05,0.0,0.0,0.0,0.0,0.0,97.51,24.02,0.0,366.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.04,64.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.3,0.0,0.0,23.29,0.0,0.0,353.83,0.0,0.0,50.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.06,0.0,44.61,0.0,6.33,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,160.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.09,0.0,0.0,0.0,0.0,0.0,0.0,2648.37,9.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.47,215.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.44,6.35,49.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.44,0.0,0.0,76.2,0.0,789.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9,0.0,0.0
2021,0.0,0.0,0.0,0.0,10.55,10.17,1.85,0.0,0.0,0.0,0.0,0.0,0.0,50.33,0.0,0.0,0.0,16.49,0.0,0.0,0.0,5.78,0.0,0.0,0.0,14.7,0.0,0.0,0.0,0.0,0.0,91.98,19.36,0.0,407.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.73,69.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,56.56,0.0,0.0,23.6,0.0,0.0,379.36,0.0,0.0,45.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.99,0.0,43.92,0.0,3.54,0.0,0.0,0.0,0.0,0.0,0.0,61.22,0.0,0.0,0.0,0.0,0.0,0.0,158.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,0.0,0.0,2762.24,15.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.28,222.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.73,5.71,52.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.79,0.0,0.0,86.21,0.0,779.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.35,0.0,0.0
2022,0.0,0.0,0.0,0.0,20.1,7.47,2.63,0.0,0.0,0.0,0.0,0.0,0.0,43.88,0.0,0.0,0.0,16.46,0.0,0.0,0.0,4.68,0.0,0.0,0.0,14.56,0.0,0.0,0.0,0.0,0.0,86.63,24.15,0.0,417.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.02,34.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,58.59,0.0,0.0,25.34,0.0,0.0,294.73,0.0,0.0,47.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.81,0.0,46.19,0.0,6.57,0.0,0.0,0.0,0.0,0.0,0.0,51.77,0.0,0.0,0.0,0.0,0.0,0.0,176.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.16,0.0,0.0,0.0,0.0,0.0,0.0,2639.85,22.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.09,223.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.92,5.61,51.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.75,0.0,0.0,62.07,0.0,771.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.1,0.0,0.0
