Date,AGO,ALB,ARG,ARM,AUS,AUT,BDI,BEL,BEN,BFA,BGR,BHR,BOL,BRA,BRB,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COL,CRI,CYP,CZE,DEU,DNK,DOM,ECU,EGY,ESP,EST,FIN,FJI,FRA,GAB,GBR,GRC,GTM,HKG,HND,HRV,HUN,IDN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KOR,KWT,LAO,LKA,LSO,LTU,LUX,LVA,MAC,MAR,MDA,MEX,MLT,MNG,MOZ,MRT,MUS,MYS,NAM,NER,NGA,NIC,NLD,NOR,NZL,PAN,PER,PHL,POL,PRT,PRY,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLE,SLV,SRB,SVK,SVN,SWE,SWZ,TGO,THA,TJK,TTO,TUN,TUR,TWN,TZA,UKR,URY,USA,VEN,ZAF,ZMB,ZWE
1981,1.1133589,0.6953136,1.136609,,0.84685713,0.8670107,1.5211017,0.9473214,0.68485,0.9302399,2.1837556,2.1930842,1.2258177,1.5033067,1.3851066,1.653474,1.1522865,0.97547585,0.98427284,0.94549596,0.25887787,1.2871277,1.4291941,1.1174152,1.062324,0.6384331,,0.7263135,0.83009994,1.3792697,0.8969386,1.1186155,1.0688795,,0.76082236,1.4230701,0.85870147,1.6803347,0.87233734,1.2630187,1.13958,0.82336587,1.3812544,,0.7655783,1.0598963,0.7363879,0.47465956,1.0662117,1.081238,0.8372839,1.0243025,1.212517,1.1820403,1.6491879,0.8868612,,1.0594783,,0.5482126,2.5418017,1.167941,0.7864661,0.7963868,,0.87329805,,2.1226833,0.9409345,,1.651148,0.9606328,0.73953813,,1.2392218,0.81456524,1.3815881,1.2739986,1.0254894,0.67898214,1.7006259,0.9013549,0.89492416,0.97148347,1.4467593,1.5600727,1.1578412,0.69930387,1.2011335,1.1710786,3.2885635,0.9308053,,0.8201635,5.1262465,0.91830295,1.5579944,1.0377738,1.149214,1.4360722,,,,0.8174109,0.6228932,0.93083906,0.9251923,,1.3243786,1.0584284,1.188708,0.4760623,0.82979083,,0.8493296,0.7659244,4.3587217,1.1289396,0.68580693,1.0533646
1982,1.0725003,0.6671234,1.085022,,0.81968796,0.8763899,1.4678206,0.9539577,0.7192893,0.9029448,2.1272674,1.8879452,1.1794856,1.4303628,1.3232691,1.6370759,1.1935815,0.9605356,0.9608537,0.8365774,0.26334107,1.2375475,1.4451814,1.0873307,0.9714115,0.65340346,,0.71983314,0.84758174,1.3529311,0.87495357,1.1213921,1.078113,,0.7683251,1.3455912,0.8902352,1.5576367,0.89142823,1.2271184,1.0906048,0.80489254,1.3317454,,0.8001163,1.0080628,0.7303593,0.47906268,1.2592448,0.93982315,0.821609,0.9968885,1.1858104,1.1949174,1.5980546,0.8920553,,1.0657424,,0.5550141,2.026488,1.214678,0.77769274,0.7698583,,0.87723166,,2.1079907,0.9875243,,1.5561873,0.9577397,0.75154036,,1.1159651,0.84522635,1.3060894,1.2412697,1.0285856,0.60802275,1.6400133,0.8963095,0.87991387,0.95658106,1.4338058,1.4804223,1.1464896,0.6669715,1.1693885,1.0913348,2.7962623,0.9473496,,0.79520637,3.9374874,0.8878182,1.739436,0.9920879,1.1375467,1.3627251,,,,0.813226,0.6009002,0.8709169,0.957613,,1.3185868,0.998301,1.1715517,0.47725424,0.8281579,,0.75006115,0.75040126,4.2307553,1.0894656,0.69966066,1.0381722
1983,1.082048,0.6303324,1.1032873,,0.8549393,0.8958288,1.4428837,0.9510506,0.6637505,0.851048,2.0973973,1.8427198,1.118743,1.3537472,1.3115863,1.706396,1.1140351,0.9680127,0.9598981,0.7814888,0.27552858,1.1381496,1.4593115,1.0767295,0.96189874,0.66108084,,0.72765654,0.86088014,1.3470843,0.84821,1.0792559,1.0938107,,0.7816224,1.2611655,0.895324,1.5621935,0.92278415,1.1852968,1.0599486,0.81808865,1.2771299,,0.80283827,1.0148498,0.748961,0.47486722,1.326303,0.83750105,0.7905946,0.9844327,1.1737949,1.2014959,1.4506454,0.8993858,,1.0412133,,0.5900651,1.9552227,1.2162395,0.771407,0.67371875,,0.89117855,,2.163439,0.94641113,,1.4598634,0.891352,0.7522602,,1.107296,0.8269405,1.2560756,1.1873798,0.962062,,1.6548246,0.9158917,0.89778143,0.95496994,1.3340626,1.2841306,1.0599754,0.6897657,1.1130052,1.0060245,2.6057932,0.98032945,,0.79252744,3.213751,0.8281393,1.7193689,0.98827654,1.0959998,1.3653525,,,,0.8123161,0.5529093,0.7983339,0.8760739,,1.15584,0.99117637,1.1774558,0.4898941,0.80408645,,0.691442,0.76459694,3.9769843,1.0322284,0.7164781,1.005103
1984,1.1071501,0.5841931,1.1034441,,0.85470486,0.88635695,1.3733269,0.95265806,0.69629395,0.82475615,2.0797684,1.7510613,1.0903941,1.3776122,1.3499999,1.8096004,1.1903307,0.9881996,0.97670966,0.7998339,0.29821786,1.0675914,1.4660004,1.0839741,0.9813681,0.674788,,0.73865694,0.87816715,1.2906555,0.8386532,1.0774776,1.1299195,,0.79193866,1.326995,0.9037613,1.601918,0.9144512,1.2093545,1.0333264,0.85136986,1.2790381,,0.83458805,1.0114796,0.744382,0.49766773,,0.83559424,0.8025351,0.9548381,1.1911741,1.1522326,1.3979241,0.9125141,,1.0246949,,0.6193612,1.8701118,1.2687554,0.7821398,0.6510028,,0.93487066,,2.1954608,0.9496823,,1.4580939,0.8459745,0.7528088,,1.0381901,0.8542966,1.2314318,1.1439953,0.7887809,,1.5690618,0.92944294,0.92756826,0.9769629,1.3153185,1.302684,0.9467438,0.7085161,1.0630713,0.98351175,2.6424518,1.0061407,,0.7047768,2.8972194,0.76458555,1.5898273,0.98968035,1.1106033,1.3816212,,,,0.82714015,0.5268732,0.81838465,0.8545266,,1.0456144,0.9897923,1.2186208,0.50839496,0.82442385,,0.6730582,0.7806257,3.8946524,1.0465647,0.70767987,0.9419434
1985,1.1204934,0.5650946,1.0157499,,0.85225946,0.895242,1.4821883,0.9508694,0.73416543,0.87542266,2.050711,1.4168392,1.0470445,1.4081569,1.3468336,1.8291113,1.2007941,0.99204224,0.98797333,0.7872469,0.31678468,1.0793384,1.4083927,1.0838417,0.94454056,0.6745904,,0.7473992,0.8904184,1.2138517,0.84456784,1.0544411,1.1479244,,0.8037447,1.2351266,0.91857177,1.4895093,0.9275483,1.1962723,1.0175369,0.8210512,1.2836313,,0.8338025,0.96822524,0.7498925,0.50785124,1.1584446,0.8344438,0.7951401,0.977403,1.1956562,1.0904268,1.2797798,0.9390427,,1.0318425,,0.62433636,1.6647717,1.2886504,0.8013643,0.6645826,,0.9444775,,2.074196,0.9641131,,1.4349426,0.81862664,0.75550574,,1.0366648,0.8753418,1.1387744,1.1110159,0.840424,,1.4560294,0.93431497,0.94549197,0.9548038,1.3437772,1.3180969,0.87591314,0.7138342,1.0845209,0.97578365,2.4946601,0.9763131,,0.6929219,2.6071877,0.78539705,1.5940236,0.94829667,1.1053574,1.390365,,,,0.8213766,0.5116245,0.8226477,0.8553753,,1.0062166,0.99803364,1.194457,0.5131709,0.8609244,,0.67544526,0.78653723,3.7912598,1.0059217,0.70266217,0.9694333
1986,1.140987,0.5717802,1.0707935,,0.8319685,0.9016902,1.5056407,0.95941705,0.73250943,0.9016955,2.0572276,1.3885149,1.009231,1.4435301,1.3593256,1.8351523,1.2236245,0.97676325,0.9789497,0.80251145,0.32512242,1.0875887,1.2708504,1.1043217,0.9571867,0.6882194,,0.7532862,0.8984753,1.2172716,0.84475636,1.0387441,1.150399,,0.817476,1.3034252,0.9247596,1.4347761,0.9385749,1.1827537,1.0154005,0.8632514,1.2648003,,0.83959144,0.9579607,0.7494078,0.49737114,1.0597098,0.896528,0.81671566,0.9721327,1.1950638,1.0902379,1.2775743,0.94537264,,1.0714303,,0.6410737,1.7261106,1.313064,0.79949325,0.64896077,,1.0027133,,2.0623417,1.010154,,1.3394908,0.81677073,0.7829728,,1.0760566,0.8984136,1.1004723,1.129853,0.8214032,,1.3954053,0.9368153,0.94536835,0.90214825,1.3603921,1.3633773,0.89057195,0.7288254,1.091983,0.9364441,2.5890894,0.97988313,,0.6915064,2.5336206,0.8728507,1.6071041,0.92740434,1.0956731,1.3577037,,,,0.8258636,0.5912711,0.8297334,0.85257894,,0.9913869,0.9440257,1.2146499,0.53745824,0.87827307,,0.7317231,0.794403,3.8713346,1.0019174,0.7253404,0.9688208
1987,1.1960675,0.5388052,1.078701,,0.84918946,0.9057427,1.5120937,0.96992415,0.69553727,0.8532797,2.0893092,1.3725361,1.0084239,1.4274794,1.3500694,1.8498924,1.1465894,0.9759666,0.96375024,0.8324398,0.34312078,1.0493014,1.1553608,1.1109837,0.9464227,0.71282506,,0.7555202,0.8970693,1.2746248,0.836802,0.9948039,1.1574851,,0.82221663,1.1982167,0.92349297,1.174456,0.95785874,1.1505531,1.0145159,0.9333937,1.297822,,0.8533342,0.9409664,0.7418282,0.5178925,1.0271944,1.0573455,0.8371327,1.0035803,1.1993144,1.1427512,1.1992131,0.96162933,,1.0913336,,0.66444665,1.7937,1.2202525,0.7851212,0.6808271,,0.9979646,,2.1895437,0.95142525,,1.3231186,0.785083,0.76937747,0.8142719,1.0737606,0.9319791,1.1137544,1.1303309,0.7999593,,1.332693,0.9362853,0.9410803,0.89996105,1.3258077,1.4345117,0.91916376,0.72402126,1.104441,0.93057805,2.556223,0.96193475,,0.65703475,2.3497472,0.841827,1.5919698,0.96721727,1.110791,1.337346,,,,0.8291443,0.6119107,0.7778373,0.8712258,,0.97080934,0.9562407,1.247778,0.56316876,0.9009698,,0.7753926,0.79464215,3.8372583,0.99113756,0.74186844,0.95045716
1988,1.2439249,0.508964,1.0403646,,0.8437393,0.91493714,1.5455931,0.9908188,0.6929568,0.8582552,2.2112226,1.4406587,1.0270927,1.3691803,1.3414463,1.8991311,1.1654482,0.976058,0.9620549,0.86306745,0.35832596,1.0269178,1.0729778,1.1073079,0.9412376,0.73255974,,0.7694763,0.8986474,1.2357713,0.83355093,0.9770581,1.1639193,,0.84337986,1.2017152,0.94120616,1.2709297,0.96767473,1.1731331,1.0110953,0.9522762,1.3042114,,0.8421708,0.9199758,0.77465546,0.5383493,0.94452274,1.065858,0.84036297,1.0034845,1.2103244,1.1414766,1.1400822,0.9878803,,1.1147267,,0.6931012,1.5867926,1.1094053,0.78564495,0.74250406,,1.0283967,,2.1876168,0.99944454,,1.2960659,0.80285007,0.7672343,0.84648263,1.0655141,0.898397,1.1467031,1.0966818,0.837781,,1.1272519,0.9421974,0.9245117,0.9254289,1.2122066,1.2785804,0.95253533,0.7345109,1.1351402,0.9452498,2.6481068,0.9345422,,0.62632465,2.412044,0.88896537,1.5973333,1.0100509,1.1001812,1.3038929,,,,0.81909424,0.61247075,0.8259016,0.90283185,,0.9410562,0.9361648,1.1961269,0.58437586,0.92011,,0.7601414,0.8020325,3.8707826,0.9951005,0.754931,0.9906334
1989,1.2353104,0.5362841,0.9618715,,0.8314161,0.9216027,1.5293028,1.0000374,0.66422886,0.83182806,2.0660634,1.407648,1.0234517,1.384128,1.2870551,2.1934614,1.1801841,0.96803993,0.97500175,0.90627664,0.3544043,1.1107846,1.0519652,1.0967276,0.9391439,0.744537,,0.7885583,0.89941865,1.2256888,0.8188026,0.9669155,1.1677384,,0.85817355,1.2552935,0.9615634,1.3590623,0.9512159,1.1823033,1.0006667,0.9451538,1.303348,,0.8467002,0.91828424,0.780997,0.5606871,0.9739216,0.9317503,0.8413388,0.99309367,1.222156,1.1782446,0.9723952,1.0047711,,1.1172528,,0.6962323,1.9665204,1.1422747,0.7821583,0.79081327,,1.0779393,,2.1357994,0.97977465,,1.2908691,0.82927024,0.7522901,0.88269585,1.086384,0.87951744,1.1576306,1.0708821,0.81894547,,1.0743642,0.952736,0.93846303,0.9358663,1.2043904,1.1062611,0.9734476,0.7213869,1.1506999,0.9482295,2.7393682,0.86130214,,0.62015927,2.327117,0.8287075,1.5031137,1.0272869,1.0941595,1.2601954,,,,0.8131993,0.62479097,0.8179055,0.91745585,,0.94216955,0.9288078,1.1321859,0.60465986,0.9296524,,0.75492686,0.8059588,3.514379,0.981618,0.7632714,1.0122182
1990,1.2191417,0.47781977,0.9382841,,0.8128555,0.93456584,1.5773821,0.9972621,0.7019913,0.79622006,1.9181651,1.4152433,1.0253178,1.2844205,1.2518547,2.0772824,1.1447961,0.95299965,0.9764026,0.89716476,0.3519046,1.0744348,1.0097334,1.1099445,0.9164711,0.7728609,,0.82394266,0.9095742,0.8603981,0.8388496,0.97360194,1.1537308,,0.85641015,1.3346858,0.96612257,1.4217968,0.93621856,1.1628523,1.0090685,0.9514801,1.2587099,,0.8262481,0.92302644,0.7816229,0.5836169,1.0751588,0.9076508,0.84748244,0.96490896,1.2131171,1.2207158,0.9210795,1.0212523,,1.1242734,,0.710959,1.5311991,1.1253775,0.81032157,0.8354803,,1.0849962,,2.1717882,0.9728437,,1.2751346,0.845086,0.73634183,0.85320026,1.064284,0.8661542,1.1499382,1.0467038,0.80761814,,1.0528599,0.9595645,0.95654243,0.9255886,1.291413,1.0339111,0.9603438,0.72020996,1.1511949,0.9303033,2.7350368,0.81330323,,0.59205633,2.438235,0.855676,1.5062771,1.0259,1.1008178,1.2700851,,,,0.7991327,0.6524613,0.8308927,0.941474,,0.9511874,0.95847833,1.1850132,0.6121594,0.93389404,,0.75402397,0.8092488,3.6832926,0.9552872,0.7715287,1.055239
1991,1.1784029,0.34846136,1.0158916,,0.8247206,0.9376886,1.6467692,1.0090709,0.7054202,0.83089876,,1.407898,1.0302608,1.2655742,1.1756679,2.002596,1.138849,0.9408195,0.92322373,0.9322476,0.36607647,1.0341684,0.98177856,1.083977,0.9264736,0.7620769,,0.87448984,0.9168588,0.8188957,0.8459585,0.9519382,1.1426057,,0.83621144,1.2683967,0.9656182,1.4878088,0.93155223,1.1817671,1.019602,0.9569001,1.2548813,,0.75657636,0.94112355,0.7549063,0.59436214,1.1446414,0.31711522,0.83330536,0.9770516,1.1978395,1.2074583,0.88762367,1.0272278,,1.1022098,,0.72799104,0.92372066,1.1115872,0.82593924,0.85764134,,1.1248736,,2.0630457,0.99700695,,1.27392,0.8576748,0.6455793,0.8435494,1.0723745,0.8642523,1.1417919,1.1094435,0.8044574,,1.0527351,0.9600501,0.9857506,0.92144006,1.3769565,1.014996,0.92598104,0.6822592,1.1813583,0.9053166,2.6023374,0.7108241,,0.56001526,2.5377376,0.88419485,1.443371,1.0133721,0.99343616,1.2445703,,,,0.79553306,0.6310821,0.8114355,0.9247332,,0.9366254,0.9576899,1.1262993,0.6345145,0.93964785,,0.76783717,0.80555344,3.885991,0.94558287,0.76252687,1.0754886
1992,1.0364467,0.39136967,1.0971822,,0.8506408,0.9498592,1.6554815,1.01605,0.70179665,0.8011548,,1.4485301,1.0065019,1.2257731,1.1373743,1.913961,1.1086363,0.94605625,0.919645,0.99034166,0.39603782,0.997323,0.97303677,1.098837,0.93320984,0.79196936,,0.882075,0.92245895,0.8585285,0.8370004,0.97116315,1.1444117,,0.84187394,1.3119439,0.9728426,1.4320388,0.9348839,1.1558995,1.0303838,0.9911797,1.2116793,,0.7814833,0.954506,0.76043904,0.6148154,1.1417481,0.40636525,0.7969644,0.98345643,1.1897379,1.2965168,0.958022,1.0161464,,1.0600816,,0.7266346,1.5947613,1.102634,0.84373045,0.88357145,,1.1191454,,2.1366878,0.9244408,,1.2563089,0.8689356,0.57160425,0.73960435,1.0614736,0.8824124,1.1302553,1.1635542,0.79809594,,1.0492774,0.9508017,1.0126439,0.9203717,1.3887202,0.99759567,0.8965114,0.6940177,1.1631289,0.885571,2.7796106,0.65225023,,0.5835233,2.549509,0.91856754,1.4418397,1.006313,0.8941779,1.2763976,,,,0.80030537,0.61826736,0.77122164,0.91987514,,0.92385507,0.9924199,1.1276233,0.64693123,0.9347446,,0.81924546,0.8243255,3.9211166,0.9390113,0.7588282,0.96973145
1993,0.7474504,0.4431677,1.1367128,,0.865178,0.946053,1.622742,1.014218,0.69949013,0.794276,1.7321194,1.552681,1.0104625,1.2551069,1.1940719,1.8334061,1.0949895,0.9556275,0.91873306,1.0171704,0.42151898,0.9505105,0.94569117,1.0825526,0.9470933,0.77915466,,0.88192,0.92215645,0.88075095,0.8276997,0.97376066,1.1402051,,0.86386687,1.2947206,0.96934813,1.44065,0.9490844,1.1112884,1.0233406,0.9898996,1.2125394,,0.80393517,0.97071576,0.76327264,0.6245781,1.1027969,,0.79855734,0.95435435,1.1835237,1.2988805,0.9232032,1.0051389,,1.0242796,,0.72935385,2.066695,1.095384,0.8556192,0.91017604,,1.1235518,,2.0548644,0.88480556,,1.2528905,0.872436,0.5358608,0.7695825,1.1080697,0.8845458,1.1202015,1.1140395,0.78946096,,1.0350169,0.9528057,1.0294873,0.9410367,1.3638215,1.0200685,0.8864244,0.7131694,1.1254814,0.87958413,2.6552017,0.66341203,,0.50954217,2.4198995,0.88319504,1.3796484,1.051253,0.89348197,1.2699314,,,,0.7991799,0.61133474,0.6495717,0.931726,,0.9104145,0.96510667,1.167864,0.6544048,0.939531,,0.8269196,0.824475,3.7768762,0.9538158,0.80630594,0.9643965
1994,0.7179501,0.44190934,1.1640667,0.24896985,0.86624247,0.9549658,1.5715059,1.0345693,0.6731793,0.746792,1.6604084,1.455432,1.0063747,1.2862718,1.1603059,1.7990783,1.1292403,0.9686885,0.92011,1.034754,0.44615412,0.9327226,0.9213346,1.0712756,0.9337547,0.8009487,0.78611225,0.8966909,0.9644366,0.8780276,0.82615995,0.9742727,1.1532893,0.5281742,0.89583546,1.3291754,0.98033357,1.489215,0.9593981,1.1172421,1.0208503,0.9922119,1.1298971,0.88139266,0.80008507,0.9635122,0.7841832,0.6392531,1.0661352,,0.8260483,0.95358753,1.2013854,1.2726822,0.8851211,0.99996245,0.59871864,0.99956965,,0.741596,2.2039537,1.1003324,0.87840134,0.9320314,0.5476032,1.1336358,0.50287825,1.9810987,0.9350807,0.44853133,1.2636675,0.87826335,0.53848803,0.7679112,1.1215676,0.877174,1.1053685,1.0937946,0.7904372,,1.0275424,0.96193147,1.0624101,0.9569312,1.3216645,1.0851234,0.88580185,0.7263914,1.1090068,0.8601873,2.583857,0.6846249,0.5612112,0.2964249,2.3544264,0.88265085,1.3800149,1.0830437,0.9081579,1.2507133,0.4374179,0.60695916,0.729073,0.82002896,0.6149196,0.7302421,0.94267887,0.22211936,0.9212731,0.9490738,1.0416093,0.6785127,0.9347661,0.64134526,0.85922307,0.8290909,3.5798428,0.9583628,0.7379113,0.99508905
1995,0.7665314,0.51405877,1.1340115,0.26707086,0.865887,0.9778851,1.3579304,1.0298427,0.71242756,0.75783604,1.6038468,1.439688,1.0157981,1.2906804,1.0881999,1.8169732,1.1525754,0.97167486,0.92324185,1.0766045,0.46572566,0.9538276,0.9064882,1.0674605,0.934007,0.84868336,0.8032318,0.899681,0.9691461,0.9028029,0.8171515,0.97278374,1.1496218,0.56600827,0.91204405,1.3321129,0.99500406,1.5396849,0.9576839,1.1243242,1.0278438,0.97547215,1.1274136,0.9548735,0.81143177,0.9756083,0.81183773,0.67082626,1.0667831,,0.8083773,0.96722215,1.2160287,1.2372417,0.8725913,1.0033988,0.54582345,0.9848142,0.7533022,0.7539565,2.173072,1.1132218,0.8949419,0.9620282,0.5692226,1.1075697,0.5130916,1.9062378,0.84599876,0.44497016,1.1894189,0.87562615,0.5702796,0.73232347,1.0558238,0.8600393,1.0813593,1.128316,0.7981511,,1.0502598,0.96021837,1.08716,0.95228094,1.2594143,1.0940589,0.89169306,0.74592894,1.1038378,0.85944945,2.4406881,0.71960497,0.5497171,0.4528458,2.2715728,0.88428086,1.3995007,1.0749341,0.8132183,1.2507282,0.46451518,0.6242067,0.7429534,0.83710486,0.6357629,0.7466063,0.9337129,0.19606827,0.9253374,0.9374308,1.0649952,0.6834427,0.9363445,0.5578761,0.8277684,0.8280851,3.5712483,0.9606142,0.7604103,0.9665576
1996,0.7817039,0.54277486,1.1615855,0.28978342,0.87081367,0.9704336,1.2560712,1.0270175,0.7756653,0.80960023,1.7148595,1.4478593,1.0207883,1.2849339,1.0805961,1.8128814,1.0754521,0.96131945,0.9280096,1.0912224,0.48032552,0.9706526,0.9039872,1.0513505,0.8993562,0.8464911,0.8014378,0.9035632,0.978133,0.94618773,0.83134466,0.9862924,1.1457732,0.5941466,0.92672086,1.3437705,0.99684495,1.5550224,0.9563622,1.1233943,1.0209563,0.9447975,1.0792805,1.0005385,0.80369806,0.98119843,0.83463466,0.6983978,1.1156273,,0.82619554,0.9522799,1.2082894,1.2119565,0.85113335,1.0096586,0.5498773,0.9772846,0.7982554,0.76221436,2.145564,1.118043,0.8884087,1.0432752,0.5880528,1.0955408,0.52314335,1.7897556,0.9112068,0.41990158,1.2243935,0.8648458,0.57260925,0.7734509,1.1478629,0.87726784,1.0729213,1.1595049,0.82251775,,1.0711033,0.95842874,1.1124122,0.95094526,1.2423587,1.0650389,0.9097452,0.7632993,1.1014309,0.8574903,2.3430674,0.7321627,0.5434515,0.47360846,2.2711792,0.89718586,1.4260473,1.0495214,0.6056662,1.2025672,0.49388087,0.64651966,0.7701195,0.8428199,0.6436965,0.77418834,0.9264043,0.1718803,0.9560914,0.9712409,1.0684355,0.71439755,0.95279545,0.50936663,0.85323876,0.83689934,3.4939241,0.9731418,0.797383,1.041255
1997,0.7913816,0.4757744,1.2005817,0.3116242,0.8899471,0.9688024,1.2723008,1.0404738,0.8472171,0.8225983,1.4225268,1.435463,1.0253873,1.2841008,1.0938482,1.8535763,1.1440264,0.968851,0.9416803,1.1176007,0.49288148,0.9776514,0.8976241,1.0489388,0.8991541,0.8499068,0.77308345,0.91311693,0.97418576,0.95235705,0.82847166,0.98476064,1.1368202,0.65735906,0.9554689,1.2635723,1.0073618,1.5798796,0.9762187,1.1454674,1.0166994,0.94198143,1.0651836,1.0465037,0.80846924,0.96035326,0.8273441,0.74955624,1.0932362,,0.8155495,0.9378188,1.2112771,1.181119,0.8496086,1.0020328,0.5603343,0.9379654,0.86816084,0.77420497,2.1279783,1.1259179,0.916775,1.0628641,0.6200122,1.1064581,0.5559048,1.720425,0.857604,0.42897856,1.267617,0.8714611,0.5822728,0.82258695,1.0855699,0.892517,1.0454828,1.2149842,0.81012964,,1.058377,0.96941245,1.1283888,0.9640298,1.2420244,1.074074,0.90274364,0.7783934,1.0999743,0.84253573,2.8033316,0.6896128,0.5554868,0.50390136,2.2465057,0.9303065,1.3972408,1.02442,0.5009915,1.1980509,0.5004717,0.665283,0.8061813,0.86417776,0.6489857,0.7803508,0.86464274,,0.9763209,0.98751163,1.0899879,0.7393166,0.9645519,0.5040764,0.86635923,0.845709,3.5399396,0.97003514,0.8266014,1.0350488
1998,0.7655348,0.513326,1.1932284,0.34207898,0.90939736,0.9869434,1.2980516,1.0337781,0.90643346,0.8463661,1.4181992,1.4605001,1.020897,1.2561662,1.0800536,1.7119786,1.1940268,0.97310007,0.9433307,1.0957758,0.49661994,0.9803342,0.89365685,1.0312972,0.90127444,0.88585013,0.75360936,0.9158836,0.96241707,0.9043634,0.83200455,0.96350026,1.1256697,0.6620757,0.9828211,1.2037263,1.022051,1.5507916,0.98490626,1.1332688,1.0080663,0.85735875,1.0434579,1.06288,0.8214863,0.7924384,0.8369094,0.7766671,1.0647541,,0.8251507,0.9376627,1.1996963,1.142944,0.85068285,0.9847238,0.56612384,0.9257296,0.88258946,0.755803,2.0935974,1.1033552,0.89293945,0.95901316,0.6419034,1.1257832,0.58383113,1.6001811,0.8789086,0.39825454,1.2853523,0.875298,0.57994723,0.86536646,1.0878681,0.9114303,0.94829315,1.2150679,0.89055705,,1.0450681,0.98219514,1.1106766,0.9630472,1.2515785,1.0104064,0.8735613,0.7800161,1.089572,0.8256379,2.862602,0.6744319,0.5380148,0.5519715,2.204441,0.96954286,1.3855426,0.9331213,0.49692908,1.1665977,0.51777726,0.673204,0.8071286,0.8787041,0.65179396,0.73469335,0.8088417,0.18751645,1.009299,0.99946475,1.0642167,0.7286665,0.9719446,0.5070341,0.8674611,0.85590446,3.378974,0.9439492,0.8194077,1.0064124
1999,0.7382152,0.57324106,1.1337098,0.36146826,0.9185739,0.9955421,1.2359554,1.0407071,0.98523086,0.8778518,1.2248968,1.4792315,0.98646796,1.2088876,1.043425,1.7327105,1.2396568,0.9861814,0.9298413,1.0697799,0.5018597,0.9620921,0.8940377,0.98727506,0.8861402,0.90462714,0.75044096,0.9196885,0.96096975,0.9068361,0.847256,0.9643021,1.1140605,0.66718876,0.9975535,1.2441357,1.0285717,1.3628507,0.9911983,1.1369405,0.9940817,0.85323507,0.95110697,1.0414455,0.8176805,0.77549416,0.86283046,0.79872984,1.0507127,1.468928,0.8255128,0.9197738,1.191174,1.1627961,0.85488313,0.97745866,0.5794516,0.90632397,0.89250284,0.8045758,2.0334249,1.1146795,0.8912268,0.946616,0.64012355,1.1505898,0.59821814,1.5272495,0.84154683,0.40840742,1.2517887,0.8789208,0.58088595,0.8919923,1.0961852,0.89457315,0.98584753,1.2267472,0.8792524,0.58768266,1.0485283,0.9930631,1.1036546,0.98002374,1.2297289,0.9832008,0.8682634,0.8022673,1.084196,0.8071276,2.8670444,0.6706476,0.56867003,0.6054983,2.0839777,0.9390119,1.4566876,0.9258563,0.4611338,1.1534412,0.57217354,0.6687672,0.8163818,0.8863968,0.66467357,0.7348921,0.83924174,0.2024472,1.0743293,1.0212742,0.9881827,0.74940896,0.99329954,0.55071986,0.85123676,0.86932576,3.1585486,0.9436847,0.84578025,0.9492844
2000,0.7483403,0.5934749,1.1124005,0.387223,0.9056273,1.0033119,1.2000688,1.0398884,1.0006367,0.8738754,1.2243958,1.5195507,0.97558814,1.2093508,1.0513917,1.6487021,1.2482779,1.0053066,0.9470081,1.0754514,0.51245576,0.92514646,0.88393193,0.9791153,0.875981,0.9336937,0.76340413,0.9295579,0.9709221,0.9252292,0.85307604,0.97592366,1.1125398,0.729637,1.0298195,1.1935453,1.0480064,1.3213592,1.0126224,1.1545702,0.9843655,0.87522733,0.98385173,1.0593754,0.83851814,0.7849618,0.84915006,0.82546663,1.0421896,1.4795228,0.8172543,0.94688475,1.2072784,1.1671426,0.86820346,0.98958504,0.62327135,0.87508434,0.93463844,0.8189337,2.1392832,1.1392959,0.88433397,0.95941186,0.6408723,1.1644775,0.63271415,1.6048551,0.82430345,0.41631514,1.2631203,0.9023064,0.5703987,0.84490055,1.0118519,0.93761367,1.0226605,1.249885,0.83805615,0.60098225,1.0352316,1.0108231,1.124908,0.9768203,1.2362489,0.96728903,0.8738589,0.83033943,1.0724488,0.7811303,2.8731427,0.68191266,0.6213749,0.64559656,2.0884078,0.92954427,1.4627477,0.93271536,0.472072,1.1296736,0.61618316,0.6780166,0.82544357,0.90571463,0.6597765,0.7073633,0.8563386,0.22316535,1.1249167,1.0239446,1.017731,0.7622465,1.0134214,0.583615,0.83241475,0.87934995,3.1943133,0.9621116,0.85817176,0.8412488
