Date,ALB,BGR,BRA,CAN,CHE,CHL,CHN,CMR,COL,CRI,CYP,DOM,DZA,ECU,EGY,ESP,FJI,FRA,GLP,GRC,GRL,GTM,HND,HRV,HTI,IDN,IND,IRN,ISR,ITA,JAM,JPN,KOR,MAR,MEX,MMR,MNE,MTQ,NCL,NIC,NOR,NPL,NZL,OWID_WRL,PAK,PAN,PER,PHL,PNG,PRT,RUS,SLB,SLV,SYR,TON,TUR,TWN,UKR,URY,USA,VCT,VEN,VNM,VUT,WLF,WSM
1951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,,,,,68.0,,,,,,,,,
1952,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,64.0,,,,,,,,,,,,10065.0,,,,,,,10000.0,,,,,,,,,,,,,,,
1953,,,,,,,,,,,40.0,,,,,,8.0,,,476.0,,,,,,,,,,,,1.0,,,,,,,,,,,,531.0,,,6.0,,,,,,,,,,,,,,,,,,,
1954,,,,,,,,,,,,,1243.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1250.0,,,,,,,,,,,,,,,,7.0,,,,,,
1955,,,,,,1.0,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,,,,,,,,
1956,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,,,,,,,,,,,,,,
1957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,,,,,,67.0,,,,,,,,,,,,,,,,2.0,,,,,,
1958,,,,,,,,,,,,,,115.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,5.0,,,,,,
1959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,9.0,,,,,,,,,,,,,,,,,,,,,,
1960,,,,,,2226.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2292.0,,,66.0,,,,,,,,,,,,,,,,,,,
1961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
1962,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,7.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,
1963,,,,1.0,,,,,,,,,,,,,,,,2.0,,,,,,,,,,2000.0,,,,,,,,,,,,,,2019.0,,,,,,,,,,,,1.0,15.0,,,,,,,,,
1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,175.0,,,,,,,,,,,,,,,,139.0,,,,,,
1965,,,,,,27.0,,,,,,,,,,,,,,40.0,,,,,,71.0,,,,,,,,,6.0,,,,,,,,,500.0,,,,355.0,,,,,,,,,,,,1.0,,,,,,
1966,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,110.0,,,,,,,,,,7.0,,,,,,,,,
1967,,,,,,1.0,,,,,,,,,,,,,,,,,,,,85.0,,,,,,,,,,,,,,,,,,386.0,,,,,,,,,,,,,,,,,,300.0,,,,
1968,,,,,,,,,,,,,,,,,,,,22.0,,,,,,200.0,,,,,,53.0,,,18.0,,,,,,,,,587.0,,,,270.0,,,,,,,,24.0,,,,,,,,,,
1969,,,,,,,10.0,,,,,,,,2.0,,,,,,,,,,,664.0,,,,,,,,,,,,,,,,,,701.0,,,,,,25.0,,,,,,,,,,,,,,,,
1970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66858.0,,,66794.0,15.0,18.0,,31.0,,,,,,,,,,,,,,,
1971,,,,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686.0,,,600.0,,3.0,,,,,,,,,,,,,,,,,
1972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,1.0,,,,,,,,,
1973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,,,,,,71.0,,,,15.0,,,,,,,,,,,,,,,,,,
1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,108.0,,,78.0,,,,,,,,,,,,,,,,,,,
1975,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,1.0,,,,,,,,,,,,2.0,,,,,,
1976,,,,,,,,,,,,,,,,,,,,,,23000.0,,,,,,,,,,,,,,,,,,,,,,31000.0,,,,8000.0,,,,,,,,,,,,,,,,,,
1977,,,1.0,,,,,,,,,,,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,,243.0,,,,,,,,52.0,,,1.0,,,,,,,,,,,
1978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,,,,,1.0,,,54.0,,,,,,,,,,,,,,,,,,,,,,
1979,,,,,,,,,600.0,,,,,,,,,9.0,,,,,,,,1354.0,,,,,,3.0,,,5.0,,131.0,,,,,,,2102.0,,,,,,,,,,,,,,,,,,,,,,
1980,,,,,,,,,,,,,5000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5130.0,,,,,,69.0,,,,,,,,,,61.0,,,,,,
1981,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,3.0,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,,,,
1982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,
1983,,,,,,5.0,,,,6.0,,,,,,,,,,,,,,,,,,,,,,104.0,,,,,,,,,,,,131.0,,,,16.0,,,,,,,,,,,,,,,,,,
1984,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,
1985,,,,,,180.0,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,9500.0,,,,,,,,,9690.0,,,,,,,,,,,,,,,,,,,,,,
1986,,,,,,,,1700.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1715.0,,,,,,,,,,,,,15.0,,,,,,,,,
1987,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,27.0,,2.0,,,,,,,,,,,,33.0,,,,,3.0,,,,,,,,,,,,,,,,,
1988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,1.0,,,,,,,,,,,,,,
1989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,62.0,,,,,,
1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,40000.0,,19.0,,,,,,,,,,,,,,42437.0,,,,2418.0,,,,,,,,,,,,,,,,,,
1991,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,,,,,,,,,,,,,,,,,,,,,,
1992,,,,,,,,,,,,,,,,,,,,,,,,,,2500.0,,,,,,,,,,,,,,170.0,,,,2670.0,,,,,,,,,,,,,,,,,,,,,,
1993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,231.0,,,,,,,,,,,,236.0,,,,,,,,,,,,,,,,,,,,,5.0,
1994,,,,,,,,,,,,,,,,,,,,,,,,,,248.0,,,,,,3.0,,,,,,,,,,,,406.0,,,,81.0,4.0,,11.0,,,,,,1.0,,,58.0,,,,,,
1995,,,,,,3.0,,,,,,,,,11.0,,,,,26.0,,,,,,11.0,,,,,,6434.0,,,53.0,,,,,,,,,8527.0,,,,,,,1989.0,,,,,,,,,,,,,,,
1996,,,,,,,,,,,,,,,,,,,,,,,,,,173.0,,,,,,,,,,,,,,,,,,199.0,,,26.0,,,,,,,,,,,,,,,,,,,
1997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,,,,,,,,81.0,,,,
1998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1636.0,,,,,1636.0,,,,,,,,,,,,,,,,,
1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17134.0,,,,5.0,1.0,,,,,,,17118.0,,,,,,,,10.0,,
2000,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,,,,,,1.0,,,,,,,,,,,,57.0,,,,,2.0,,,,,,,,,,,,,,,,,
2001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,947.0,,,103.0,,,,,,844.0,,,,,,,,,,,,,
2002,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,26.0,,,,15.0,4.0,,,,,,,,5.0,,,,,,,,,
2003,,,,,,,24.0,,,,,,2296.0,,,,,,,,,,,,,,,,,,,2.0,,,29.0,,,,,,,,,2358.0,,,,,,,,,,,,,,,,7.0,,,,,,
2004,,,,,,,,,,,,,,,,,,,1.0,,,,,,,227933.0,,,,,,,,,,,,,,,,,,227934.0,,,,,,,,,,,,,,,,,,,,,,
2005,,,,,,,,,,,,,,,,,,,,,,,,,,1319.0,,,,,,,,,,,,,,,,,,1319.0,,,,,,,,,,,,,,,,,,,,,,
2006,,,,,,,,,,,,,,,,,,,,,,,,,,806.0,,,,,,,,,,,,,,,,,,808.0,,,,,,,,,,,,,2.0,,,,,,,,,
2007,,,,,,12.0,8.0,,,,,,,,,,,,,,,,,,,25.0,,,,,,10.0,4.0,,19.0,,,,,,,,,728.0,,,596.0,,,,2.0,52.0,,,,,,,,,,,,,,
2008,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,29.0,9.0,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,,,,,
2009,,,,,,,2.0,,,,,,,,,,,,,,,,7.0,,,1203.0,,,,,,1.0,,,,,,,,,,,,1405.0,,,,,,,,,,,,,,,,,,,,,,192.0
2010,,,,,,558.0,,,,,,,,,,,,,,,,,,,316000.0,431.0,,,,,,,,,,,,,,,,,,316990.0,,,1.0,,,,,,,,,,,,,,,,,,,
2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18431.0,,,,,,,,,,,,18431.0,,,,,,,,,,,,,,,,,,,,,,
2012,,,,1.0,,,,,,2.0,,,,,,,,,,,,48.0,,,,10.0,,,,,,,,,2.0,,,,,,,,,115.0,,,,52.0,,,,,,,,,,,,,,,,,,
2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,835.0,825.0,,,,,,,10.0,,,,,,,,,,,,,,
2014,,,,,,7.0,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,1.0,,,,,,,,,,,,,
2015,,,,,,15.0,2.0,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,
2016,,,1.0,,,,,,,,,,,663.0,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,2.0,668.0,,,,,,,,1.0,,,,,,,,,,,,,,
2017,,,,,,,,,,,,,,,,,,,,1.0,4.0,,,,,,,5.0,,,,,,,98.0,,,,,,,,,114.0,,,,,3.0,,,,,,,2.0,,,,,,,1.0,,,
2018,,,,,,,,,,,,,,,,1.0,,,,,,,,,,5356.0,,,,,,,,,,,,,,,,,,5357.0,,,,,,,,,,,,,,,,,,,,,,
2019,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,1.0,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,
2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,128.0,,,,,,,,,,,,118.0,,,,,,,,,,
2021,,,,,,,,,,,,,,,,,,,,,,,,,2248.0,,,,,,,1.0,,,3.0,,,,,,,,,2253.0,,,,1.0,,,,,,,,,,,,,,,,,,
2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,2.0,,,,,,,,,193.0,,,,181.0,,,,,,,6.0,,,,,,,,,,,
2023,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,56703.0,,,,3.0,,,,,,,,56697.0,,,,1.0,,,,,,
2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,549.0,,,,,,,,,,,,583.0,,,,,,,,,,,,,20.0,,,,,,,14.0,,
