Date,ABW,AFG,AGO,ALB,AND,ARE,ARG,ARM,ASM,ATG,AUS,AUT,AZE,BDI,BEL,BEN,BFA,BGD,BGR,BHR,BHS,BIH,BLR,BLZ,BMU,BOL,BRA,BRB,BRN,BTN,BWA,CAF,CAN,CHE,CHL,CHN,CIV,CMR,COD,COG,COL,COM,CPV,CRI,CUB,CUW,CYM,CYP,CZE,DEU,DJI,DMA,DNK,DOM,DZA,ECU,EGY,ERI,ESP,EST,ETH,FIN,FJI,FRA,FRO,FSM,GAB,GBR,GEO,GHA,GIN,GMB,GNB,GNQ,GRC,GRD,GRL,GTM,GUM,GUY,HKG,HND,HRV,HTI,HUN,IDN,IMN,IND,IRL,IRN,IRQ,ISL,ISR,ITA,JAM,JOR,JPN,KAZ,KEN,KGZ,KHM,KIR,KNA,KOR,KWT,LAO,LBN,LBR,LBY,LCA,LIE,LKA,LSO,LTU,LUX,LVA,MAC,MAF,MAR,MCO,MDA,MDG,MDV,MEX,MHL,MKD,MLI,MLT,MMR,MNE,MNG,MNP,MOZ,MRT,MUS,MWI,MYS,NAM,NCL,NER,NGA,NIC,NLD,NOR,NPL,NRU,NZL,OMN,OWID_CIS,OWID_EU27,OWID_HIC,OWID_KOS,OWID_LIC,OWID_LMC,OWID_UMC,OWID_WRL,PAK,PAN,PER,PHL,PLW,PNG,POL,PRI,PRT,PRY,PSE,PYF,QAT,ROU,RUS,RWA,SAU,SDN,SEN,SGP,SLB,SLE,SLV,SMR,SOM,SRB,SSD,STP,SUR,SVK,SVN,SWE,SWZ,SXM,SYC,SYR,TCA,TCD,TGO,THA,TJK,TKM,TLS,TON,TTO,TUN,TUR,TUV,TZA,UGA,UKR,URY,USA,UZB,VCT,VEN,VIR,VNM,VUT,WB_EAP,WB_ECA,WB_LAC,WB_MENAP,WB_NA,WB_SA,WB_SSA,WSM,YEM,ZAF,ZMB,ZWE
1993,0.00092524017,,36.662468,3.378502,0.0,22.150522,1.0953404,0.26948157,,0.0,2.2270696,0.12835564,41.01099,14.238648,0.025368826,5.754142,5.603071,0.58273256,0.977501,21.483921,0.10673484,,2.212482,0.43625045,0.0,3.641556,2.0566313,0.24914883,27.54145,6.517624,1.1482819,6.522794,2.618825,0.020539906,3.3541162,4.4490743,3.3875484,5.2990737,10.715465,32.036674,2.9806466,0.63319486,27.14441,2.203275,0.726531,,,0.012898024,0.9774741,0.07562199,0.3808916,0.029638551,0.38935354,0.27024183,14.912408,6.94167,10.787779,5.389152,0.06842697,,14.691574,0.5489371,1.540846,0.07321498,,0.0076433895,32.198494,0.6027691,0.45221925,9.603977,13.55176,2.1538832,15.972326,26.590063,0.091840304,0.0,0.6234954,1.3309244,,31.663858,0.00084238,1.8349767,,1.2509193,0.8151999,6.6301165,,2.4418972,0.111087255,30.842106,,0.0,,0.06041941,4.262819,0.1054931,0.022659358,7.601145,6.771411,0.9016552,5.4712963,0.04370423,0.0,0.017689522,40.408703,6.0996375,0.008071182,,22.893353,0.011096749,0.008652975,0.4422178,2.4470503,,0.022890253,,0.0014346252,,0.31187484,0.0,,4.268077,0.012221237,2.3216915,0.0,0.7541449,4.0289836,0.0,20.085093,,8.4355,,11.459422,3.6495466,0.025573341,6.982406,17.300276,0.4830652,4.5700507,3.981172,34.2695,3.271264,0.3460276,5.6935964,1.5234799,,2.113858,32.40674,,0.15607516,0.99231154,,10.543186,6.068505,4.3703732,1.573894,1.0796386,0.1869767,2.2646756,0.5396521,,22.428322,1.2533786,0.0,0.2475232,2.652038,,0.0009550975,31.067984,3.6940958,7.6198378,4.955066,30.486153,0.01333271,1.7166287,0.0006719568,8.832062,11.783514,0.5599224,,,,,,16.347963,0.8304012,,0.3823286,4.2276554,,0.10156957,7.5497613,,8.506967,7.361441,0.7280723,0.5863461,42.47203,,0.07830178,12.354691,3.5932472,0.35772544,0.0,10.72643,19.499304,2.6808488,0.4423035,0.89208543,8.106842,0.027104821,15.793219,,7.692239,0.96048295,0.8946267,0.72482294,2.6132257,20.057669,1.0262692,2.1802537,11.076264,2.6153307,20.77922,4.4535,5.088038,8.724395
1994,0.00093726156,,43.636513,1.8386132,0.0,18.263481,1.0376163,0.46429816,,0.0,2.0619237,0.12514219,44.596752,17.061716,0.023307564,9.168489,11.603306,0.6000571,1.0949899,18.235083,0.08239494,0.24860966,1.9229326,0.3974054,0.0,4.411089,1.3731978,0.22382885,26.063404,5.3607116,1.629522,11.766587,2.4873598,0.019552382,4.884933,3.280885,5.299508,8.654952,23.563374,39.682568,2.416951,1.0916064,28.723482,2.368552,0.74904037,,,0.009598808,0.72857046,0.061822183,0.41863543,0.03318064,0.35497683,0.7933114,16.433844,6.694767,8.806662,6.0852127,0.06930148,,22.917892,0.53585494,1.5478613,0.07124239,,0.010252824,30.594034,0.61281484,0.26496413,13.666931,12.999544,2.3722105,19.009356,40.77694,0.071277246,0.0,0.6064528,1.3483388,,32.929733,0.0008702572,2.270349,,1.1884856,0.62706125,5.815466,,2.1094415,0.11267032,25.809591,67.443,0.0,,0.057785183,4.4074793,0.1486739,0.01828204,6.370645,6.3377976,1.8221768,6.7439218,0.048233576,0.0,0.018241538,37.72744,6.437868,0.008033377,,22.580923,0.013047074,0.01413826,0.34440643,2.922807,,0.020024924,,0.0017530827,,0.3983091,0.0,,5.433874,0.010365336,2.1760042,0.0,0.46009144,6.595111,0.0,17.227585,,11.893722,,13.452142,3.2986636,0.019649185,13.692427,15.238435,0.5695999,6.665753,7.5656033,23.855103,1.6228265,0.30626762,5.4129033,1.2000271,,1.6792554,29.766958,,0.14110367,0.86072266,,18.455437,5.3806744,3.8161116,1.4244229,1.0986301,0.19057313,3.0189295,0.58210254,,21.131544,0.96449846,0.0,0.27505097,2.244617,0.0,0.0012523817,31.303082,2.8846054,6.8737063,16.235678,27.434881,0.00255693,2.8676207,0.0007359738,7.836552,11.360694,0.5674105,,,,,,13.56761,0.5364395,,0.36445934,4.057964,,0.10199608,6.0780287,,12.19881,11.105999,0.73782074,0.5009916,34.175705,,0.058389943,11.41749,2.8999608,0.39647192,0.0,11.613134,19.00344,2.1600525,0.37558493,0.7615827,7.748562,0.031008903,16.219826,,6.7381663,0.8701921,0.778374,0.618183,2.329184,19.173197,0.88859075,1.9100586,11.244697,1.716142,36.825687,4.766252,5.469687,9.487028
1995,0.0011665877,,44.211,1.4119946,0.0,17.875338,1.2980734,0.58700126,,0.0,2.1215794,0.12234706,26.003904,24.028913,0.021136982,9.203051,13.843726,0.66890997,0.8533507,18.95892,0.09397551,1.3681406,2.295404,0.48732316,0.0,5.1108,1.1487756,0.25866917,23.959332,6.1254406,2.3213546,12.396773,2.486302,0.019344501,6.5563097,3.2669988,5.164865,8.983793,36.29214,39.12891,3.1284099,1.6899394,29.99936,2.9059494,1.1031988,,,0.007740009,0.74661535,0.07486953,0.63247883,0.040285356,0.37090325,1.1400218,18.87712,7.8165383,8.462935,8.865725,0.06869673,2.649817,31.649303,0.47744203,1.4997597,0.07172627,,0.015905842,31.982851,0.66425747,0.42606995,12.844735,15.158364,3.03698,26.061739,50.137924,0.068708226,0.0,0.4796175,1.5967273,,33.590168,0.0013655267,2.45297,0.8179011,1.2251946,0.7563897,6.1868606,0.0,2.5279105,0.14053737,20.772469,23.08122,0.0,0.0036860516,0.07933803,2.477315,0.16214137,0.016991585,8.009158,7.2862477,0.6561328,8.326752,0.07891582,0.0,0.028799854,37.3308,9.055151,0.0098985005,,27.626373,0.016008247,0.010176304,0.38705355,4.0674767,1.4427315,0.018297011,2.4418094,0.0026598694,,0.46883255,0.0,0.29602653,7.7218757,0.012285605,3.7062201,0.0,0.43461525,6.176678,0.0,19.067543,,12.722449,,19.486126,3.795337,0.0125538,18.314016,13.876101,0.8124188,12.662108,9.665859,21.798893,1.9907849,0.4429634,5.6147475,1.3888115,,1.5825402,31.850124,,0.17146145,0.9070851,,16.313387,6.3587437,3.8369405,1.5074422,1.1949848,0.2438586,3.194281,0.79066795,,26.683624,1.1213727,0.0,0.28347698,2.6396582,0.0,0.001848047,30.370028,3.0704556,9.159261,12.582017,29.024248,0.04274564,3.1866455,0.0009499879,8.485571,15.887606,0.77923197,,,0.66909206,,,9.765583,0.4985507,0.19423276,0.3952349,4.1186166,,0.119075544,6.067889,,14.216349,12.626857,0.7946986,0.8273772,47.66966,,0.06630627,12.3694,2.7145624,0.36552066,0.0,14.046666,19.50946,3.0001352,0.44852567,0.8151702,11.117909,0.036825567,15.136321,,7.280474,0.9388128,0.8308968,0.70214677,2.7169049,15.838048,0.9377475,2.2795649,12.3085575,2.0245006,40.159893,4.0356264,7.233215,8.544287
1996,0.0008194021,,41.361717,1.3615295,0.0,20.719563,1.5959841,0.31544703,,0.0,2.0515265,0.14321645,26.038963,28.924664,0.022615723,8.3023815,12.826505,0.59005505,1.0016247,22.474073,0.08009688,0.09174086,3.3711972,0.40989113,0.0,4.732803,1.1488917,0.23065385,26.94441,5.834989,1.2490412,12.007154,3.2029884,0.018409269,4.958696,3.0048018,3.1090631,9.193799,36.299034,39.268776,3.7238405,1.7253962,29.523714,2.5787709,1.4270219,,,0.014720566,0.70195913,0.08227661,0.6640072,0.027614817,0.53701985,0.7033945,21.171925,9.063844,9.3552,7.708812,0.05972824,3.0025806,28.668736,0.47377443,1.4231751,0.073072635,,0.017143749,32.920834,0.85502553,0.46234158,13.777734,15.279375,2.6975877,24.170858,68.66834,0.07268959,0.0,0.31834087,1.3893455,,29.787111,0.0014770844,1.9680215,0.8467363,0.9428478,0.7552573,6.4280033,0.0,2.4848704,0.12623706,20.989462,36.478165,0.0,0.0032458848,0.08013525,2.7964244,0.16820472,0.019113002,10.399187,5.4907627,0.7687173,8.266182,0.07062083,0.0,0.022905368,41.179195,8.524488,0.008876184,,31.895082,0.011486579,0.007275316,0.35307747,4.42867,1.3956586,0.01893176,2.5358448,0.0027224573,,0.38001963,0.0,0.29263568,6.1009984,0.0111959055,4.1147385,0.0,0.36126032,6.1798577,0.0,16.98861,,6.759094,,14.471874,4.0404224,0.013935148,10.640628,12.712486,0.6350766,9.608989,9.409139,21.414513,1.5509933,0.48558402,8.043483,1.3262492,,1.6401732,37.144825,,0.1722911,1.1170704,,13.625322,6.6576443,4.059262,1.7720832,1.3390795,0.17479967,2.8047395,0.5663145,,20.958036,0.8366619,0.0,0.1767886,2.226084,0.0,0.001999472,40.452225,3.3466816,10.492669,12.5562105,34.375412,0.27484074,3.027618,0.00083181844,9.176284,14.608217,0.5095511,,,0.52740926,,,10.650402,0.4898539,0.19318354,0.30450723,4.4465833,,0.1114175,6.0290537,,12.727717,11.25173,0.8846541,0.9114807,58.597885,,0.063568935,13.9994545,3.0815501,0.37504706,0.0,11.299023,18.582468,3.0065958,0.38144964,0.9991356,10.646848,0.025598694,23.836773,,7.002788,0.9084374,0.93353677,0.80632955,3.025981,17.917072,1.1584518,2.2167053,13.13875,1.8515649,36.584354,4.6427007,7.40725,7.9904284
1997,0.001002505,,39.45149,1.3161609,0.0,18.680626,1.4247326,0.32582477,,0.0,1.818251,0.13308594,18.43315,23.621565,0.020382784,8.012333,12.758422,0.5111578,0.96997184,20.923946,0.040691346,1.9103674,3.188023,0.39669335,0.0,4.0138254,1.0389589,0.1766653,25.893244,4.28026,1.3826276,13.1964,2.7119074,0.019502858,4.6052027,2.3915567,2.7970705,8.90971,32.227806,45.59159,3.0667024,1.7606609,28.62206,2.287303,1.1301266,,,0.024633769,0.6614586,0.08063391,0.6769091,0.037896328,0.5440096,0.50324076,20.332735,7.152325,6.9727306,7.7180443,0.05339801,2.6244447,27.079285,0.47051084,1.1872083,0.06371827,,0.016846605,33.78907,0.6355773,0.3799118,12.499407,11.730349,2.6091356,22.874054,71.3152,0.04616446,0.0,0.86188704,1.5826094,,25.986055,0.0011643044,2.3434312,0.7547045,0.99375135,0.6051765,5.9970207,0.0,2.206191,0.13774575,19.756716,32.14417,0.0,0.004073142,0.08131854,2.131221,0.17126942,0.017670762,8.795382,4.732982,2.0378673,7.128154,0.06079416,0.0,0.02518786,39.54048,7.639471,0.007544301,,27.187582,0.015635334,0.0065714065,0.2115943,4.030806,1.0188522,0.016098943,2.1183653,0.0024700952,,0.39601922,0.0,0.26254585,5.983725,0.008532942,3.1805708,0.0,0.5568242,6.755346,0.0,15.083071,,8.034492,,11.219351,4.1061573,0.013403576,8.303411,11.079976,0.90510017,9.8273115,9.535089,18.73608,1.8915185,0.49334094,6.683845,1.0906674,,1.7221586,33.217594,,0.17018662,1.0274577,,11.759513,5.8749585,3.5310469,1.6267867,1.253235,0.20020132,2.5926821,0.61786604,,12.678482,0.8241763,0.0,0.15217355,2.0141723,0.0,0.0019721915,38.12924,2.978596,8.831399,11.128919,30.215399,0.25581953,3.0770488,0.00072725775,5.512202,16.21347,0.82056826,,,0.33352727,,,8.947867,0.37801296,0.18365978,0.35208982,3.8630347,,0.088629745,5.045801,,12.455181,10.675388,1.1194897,0.87632126,40.371113,,0.04874773,12.430486,2.581949,0.2906405,0.0,8.873321,16.850044,2.366118,0.4012758,0.84570605,10.113681,0.034391206,18.096354,,5.750412,0.69081926,0.8742265,0.7327026,2.5889006,16.236685,0.97778994,1.9633964,11.675405,1.2951021,29.832525,3.6926599,5.784253,6.7712913
1998,0.00084835297,,24.26938,0.37302083,0.0,12.527883,0.8218602,0.114669584,,0.0,1.9152135,0.09222158,5.2612457,27.019238,0.02340671,7.5282454,11.683556,0.5378038,0.53706723,15.156637,0.0098206,1.5482633,0.7971349,0.3313815,0.0,2.235948,0.96281165,0.14436038,18.280664,4.1897674,0.8521973,13.536258,1.6951381,0.017605646,2.5117278,1.7153907,2.4677472,5.5153174,32.1829,30.52293,2.0543003,1.8324976,22.56225,1.518172,0.5687506,,,0.011082271,0.5152107,0.052897383,0.9473485,0.030749194,0.1550326,0.048113152,14.627081,4.064218,4.333998,7.649738,0.042580992,1.8202081,31.214134,0.45018798,1.2754571,0.04551326,0.0,0.012989515,20.201635,0.172025,0.2033348,12.048661,11.683701,2.5468872,31.599838,61.960583,0.02725308,0.0,0.0,1.2026976,,17.723,0.0009721124,1.8566166,0.32460245,0.77842486,0.22860019,9.085045,0.0,1.7888333,0.03734927,13.395014,37.125813,0.0,0.0025643029,0.023753371,1.8478867,0.17108221,0.0149910655,3.4014208,4.5343933,1.4104015,6.5560822,0.052523218,0.0,0.04080515,29.204384,8.5858555,0.0091390675,,18.68924,0.012500183,0.0056913365,0.18809009,4.6275315,0.70271486,0.01741674,1.9213462,0.0020694104,,0.41809404,0.0,0.22036156,5.714685,0.008073643,1.7462771,0.0,0.3312647,6.453266,0.0,14.652101,,3.9651368,,10.2634945,5.8362317,0.020807948,12.903843,10.095352,0.75560135,0.42914099,8.725212,11.35959,1.5777578,0.06492558,2.0047295,1.2716801,,1.4145024,24.282215,0.0,0.09100178,0.603929,,10.722539,4.037981,2.526965,1.0458713,1.0830834,0.15060923,1.3322408,0.5430378,,13.956249,0.47240528,0.0,0.10805073,1.9003825,0.0,0.001568479,31.711222,0.88201725,4.2722964,10.874303,22.273014,0.25806892,2.9547904,0.0007099471,6.557483,21.661983,0.65398955,,,0.19508757,,,4.909558,0.33094063,0.13692927,0.33939818,4.1189227,,0.08215485,3.1075032,,11.631665,10.380146,1.1320056,0.28622252,6.6699667,,0.05479136,6.5590525,1.8126954,0.14392158,0.0,5.7296414,16.79185,1.8203149,0.32724854,0.5489871,1.9025754,0.02730788,9.06347,,4.5585938,0.64768875,0.73274237,0.25695065,1.5869842,11.303608,0.6237237,1.6054906,8.489376,1.2919127,21.689596,3.1134493,7.3800497,5.5908046
1999,0.00071790186,,40.803356,0.58281994,0.0,14.854764,1.4005641,0.17749214,,0.0,1.8370191,0.09938427,17.39194,15.417244,0.022823527,3.1479259,4.632223,0.66366935,0.61720693,18.93071,0.008947106,1.3609247,1.7207303,0.28279594,0.0,2.7749763,1.7145097,0.27277747,24.37018,4.284536,1.3586166,9.612906,2.362161,0.017012445,3.6694603,1.8453274,2.2306406,5.1512475,28.496578,39.24372,4.3218117,1.2710476,14.28439,1.1542335,0.7885535,,,0.014109308,0.43682554,0.046661798,0.3910874,0.02546173,0.5487365,0.19052824,18.623304,8.233061,5.9337487,4.9281726,0.03929087,2.4744828,19.603664,0.3996187,0.8450759,0.045844737,0.0,0.007072322,26.051392,0.46688542,0.551849,7.829317,10.765899,2.0013435,19.268803,67.43287,0.028983375,0.0,0.0,1.4219766,,17.78305,0.00052948267,1.687614,0.5551587,0.61939615,0.35860777,7.8691297,0.0,1.8500965,0.03159783,18.626608,37.01792,0.0,0.0033660717,0.03828821,1.4601551,0.1332718,0.012488665,11.68831,3.2687073,3.3852885,3.3935573,0.027243791,0.0,0.028948788,34.836575,5.1341314,0.0014715896,,20.202724,0.01022789,0.0020089822,0.21415211,3.3725324,0.8351141,0.017443227,2.8304148,0.0011470134,,0.2789073,0.0,0.35129872,3.511133,0.0075231814,2.373623,0.0,0.3456635,3.8524723,0.0,9.293727,,3.2938688,,5.9357266,3.3984761,0.020208178,9.904288,10.071045,0.5326666,1.8700197,5.8559637,13.04363,1.4212042,0.07147929,5.3788614,1.3948184,,1.5377787,32.32294,0.0,0.10181963,0.81248236,,9.409715,3.1627936,3.477472,1.2849863,1.5042017,0.13836674,2.0543518,0.35002083,,17.365057,0.4114212,0.0,0.105493665,1.758116,0.0,0.0008520162,38.301716,1.6958705,11.829567,6.481645,27.977875,2.1146119,2.1182802,0.00037176482,6.230576,13.3682575,0.5553468,0.0,,0.31189167,,,7.921119,0.356253,0.13132952,0.27102497,3.2417457,,0.07443683,4.4850492,,9.504022,6.801666,1.1020108,0.6175026,18.71949,,0.029418364,10.489373,2.3352451,0.18306133,0.0,3.7682076,12.463773,1.891489,0.3016589,0.6428586,2.7519107,0.022043064,13.269532,,5.640476,0.83009267,0.7341025,0.49778128,2.5668607,14.856497,0.7557519,1.682865,6.7493477,1.0811647,28.944185,2.4885905,5.200007,3.7008905
2000,0.0016627715,,59.14251,1.2058066,0.0,22.384418,2.3641453,0.29345432,,0.0,2.7343264,0.15466648,35.07719,15.060935,0.02461587,3.2609515,5.3346086,0.9236702,0.6822505,22.616611,0.0065462342,1.2556173,2.5455768,0.20564815,0.0,4.612828,2.15912,0.38067034,34.98068,3.992498,2.377147,11.1834545,4.6075177,0.033937827,4.8709493,2.69774,2.862115,8.335748,7.5112605,59.683872,5.7924128,1.3995199,17.46492,1.0144156,1.9061359,,,0.01919848,0.55704546,0.09414689,0.38207927,0.024917176,1.5189267,0.34102678,26.686897,16.732437,7.419746,4.922255,0.04992667,3.7091281,18.485266,0.427731,1.077772,0.06974441,0.0,0.0074641057,47.769867,1.0508512,0.7859321,13.759724,12.384687,2.2558455,11.856812,88.59235,0.072597325,0.0,0.0,1.655315,,15.507838,0.0005009983,1.3711345,1.0816065,0.34944957,0.7133703,11.125736,0.0,2.4683006,0.076334074,33.082195,48.858784,0.0,0.002019117,0.091331616,1.4921298,0.15421183,0.013978646,27.319067,3.3139675,4.1477704,2.469044,0.029584285,0.0,0.036725093,51.36441,4.024615,0.001607124,17.840954,34.258446,0.01038182,0.009363902,0.19095603,3.4587092,1.0076176,0.019008623,2.5923216,0.0010998942,,0.30532536,0.0,0.31499532,3.2833407,0.0074234367,3.5781827,0.0,0.4163761,5.463678,0.0,10.845657,0.0,5.22235,,6.2122355,3.2748728,0.011778421,10.150911,12.56754,0.59200597,12.096261,7.2683167,24.935734,1.3540088,0.38944793,12.292661,1.1670585,,2.355724,46.432354,0.0,0.19725654,1.5258493,,11.147293,5.005455,5.33287,2.2439406,1.8388437,0.1371854,3.0067327,0.4646053,0.0,25.700209,0.60775006,0.0,0.14910443,1.4612582,0.0,0.0009234056,46.571293,3.4612317,21.502697,5.0349655,42.668797,10.78346,2.3080533,0.00032603438,5.262177,14.256687,0.49707732,0.0,,2.3327432,,,12.338738,0.4048127,0.1658491,0.3133676,2.9647412,,0.106839694,6.4578657,,10.573498,7.144016,2.035698,1.0336128,59.341084,0.40362644,0.028000712,14.081862,3.7032719,0.24165402,0.0,3.7553358,12.049415,3.3706558,0.19332808,1.1132891,13.041585,0.019730886,20.57613,,9.692228,0.80261755,1.084916,1.2097988,3.8463957,22.582928,1.3495367,2.2330186,10.906091,0.47111705,41.406345,3.7168846,9.121225,3.9017088
2001,0.0014191796,,44.219475,0.7742945,0.0,17.596397,1.9185408,0.29993808,,0.0,3.2640758,0.15953204,27.90918,18.812078,0.020997042,3.0848293,4.7678328,0.95102954,0.7143352,19.606482,0.006725527,1.3213472,2.1452808,0.20485605,0.0,4.333687,2.2377412,0.24629858,28.068958,3.8598652,1.1638536,10.870925,3.4973652,0.020027552,3.940161,2.5923767,2.3220878,5.6843953,18.42001,48.098454,3.8982782,1.2734302,24.263306,1.0512184,1.1762792,,,0.009878277,0.7786787,0.13152899,0.4159746,0.024272876,1.2329949,0.022789007,23.630941,9.407336,6.4693856,4.5142055,0.056440584,3.0745044,18.148813,0.37056723,1.0734398,0.06314865,0.0,0.00857109,32.516796,0.93700445,0.5482715,12.746063,12.082344,2.4895625,11.027015,,0.10043825,0.0,0.0,1.5168896,,12.91353,0.0005834486,1.4382842,1.007825,0.38329503,0.6849893,9.291972,0.0,2.4362087,0.056658205,24.056528,49.5653,0.0,0.0011401525,0.10272123,1.5223798,0.15841827,0.012992267,20.961687,3.1416206,3.5327692,2.5309157,0.037597947,0.0,0.040290624,44.088585,4.556668,0.0015354262,17.252295,30.38657,0.01089956,0.008433566,0.19622047,3.6129472,0.9505316,0.018787567,2.0808108,0.0012515633,,0.20899847,0.0,0.21534073,2.787386,0.005417992,2.601643,0.0,0.24027911,5.352595,0.0,15.830441,0.0,5.7416053,,6.2894506,6.764912,0.011758942,9.937918,10.666951,0.6348614,3.7636533,6.559425,18.101227,1.148479,0.77855724,9.868541,1.0606475,,2.0952427,39.660828,0.0,0.23169713,1.3357794,,10.426666,4.344733,4.62558,1.9565431,1.856003,0.124076225,1.8702799,0.3648227,0.0,17.505283,0.78571314,0.0,0.11479319,1.6088711,0.0,0.0010997329,42.079308,3.508189,19.508602,5.3751054,34.59686,6.910169,2.0597613,0.00040237917,5.623669,8.052308,0.48578694,0.0,,1.5024035,,2.9785178,11.623325,0.35944167,0.19930638,0.3226435,3.4623854,,0.100866295,5.2269826,0.0019501757,8.365047,6.6486197,1.9412743,0.805849,75.36591,0.34960428,0.033483632,10.172984,2.9249687,0.29074857,0.0,4.0441246,12.464394,4.262513,0.21687782,0.91567844,23.626831,0.018046701,15.344291,,7.980356,0.7556741,1.1071969,1.2217762,3.0764487,18.504623,1.0838478,2.2137632,9.56919,0.5510074,33.22708,4.9465866,6.917968,4.027992
2002,0.0013710081,1.2761488,32.883717,0.7658089,0.0,16.237629,5.6309023,0.5911495,0.0,0.0,2.9124694,0.15869032,25.880339,24.301426,0.023639636,3.3028092,5.7281613,1.1563158,0.45980582,18.309673,0.008027619,0.8769726,1.8112565,0.2145255,0.0,4.9448514,2.8154674,0.24347624,25.609087,3.5741591,0.91412026,11.359201,2.8686144,0.017487446,3.6965823,1.9562963,2.4589064,5.279828,18.867685,46.64501,3.9500718,1.3751467,19.197536,0.98111886,1.367675,,,0.010947039,0.47003868,0.10482575,0.45427772,0.02213896,1.1756278,0.027647778,23.470938,8.388147,7.3003755,3.098534,0.045937933,2.4569108,23.189323,0.42039272,0.989507,0.05683789,0.0,0.0097331,31.7272,0.81283766,0.565805,13.424908,12.111452,3.5475762,12.577867,,0.05017763,0.0,0.0,1.4955233,0.0,12.785128,0.0006576919,1.3705392,0.7686467,0.396885,0.4542189,7.285955,0.0,2.3413627,0.047580905,22.90156,46.972107,0.0,0.0012132308,0.08962987,1.2281959,0.12362682,0.013227662,23.085281,3.739544,3.3096166,2.5954762,0.037743304,0.0,0.03190986,38.12882,4.810896,0.001372922,23.89977,49.615093,0.009763686,0.009402943,0.20378794,4.6497297,0.8093125,0.017252678,1.7398772,0.0012929491,,0.19463336,0.0,0.2279642,3.5053458,0.0053446465,2.748409,0.0,0.2486523,6.8125606,0.0,17.401918,0.0,4.4989915,0.0,7.15608,7.6735525,0.011318512,5.8069487,9.815487,0.5986343,4.5176716,7.0129533,13.604816,1.1415799,0.5525036,8.807034,1.1418204,,1.7419981,36.515656,0.0,0.18936141,1.1602942,,10.354413,4.311579,4.4488173,1.7763481,2.2000072,0.123117305,2.0048661,0.55900407,0.0,19.8483,0.56565535,0.0,0.11682951,2.0680797,0.0,0.001128323,37.905376,2.7112002,16.981195,6.4377694,32.437992,7.2228355,2.2894897,0.0004339882,7.11044,8.435525,0.47073808,0.0,,0.62871,,3.2043436,7.868037,0.25719061,0.1374423,0.3215649,4.473177,,0.10483524,5.4886427,0.0017774404,8.651861,6.848157,1.7443256,0.87084144,52.44721,0.3857321,0.035662476,11.898286,2.8415706,0.20835279,0.0,4.8574734,14.24812,3.3170836,0.45458996,0.6892274,20.262177,0.015180126,19.454588,0.0,7.4254913,0.79863614,0.99542326,1.0774665,3.5773075,17.948517,0.83075964,2.1580014,9.438312,0.56774795,31.049772,4.679234,8.581784,5.172194
2003,0.0014527779,0.7313126,28.406696,0.7658316,0.0,19.206114,4.5440526,0.033234596,0.0,0.0,2.463246,0.15182292,26.088568,40.492195,0.02169279,4.1402473,6.3236346,1.1726704,0.43057194,18.251522,0.0071191327,0.8237563,1.7653962,0.2095619,0.0,5.316278,2.7003443,0.22450334,28.186665,3.3382466,1.931449,11.703594,4.1292377,0.017960582,5.011621,2.0179067,2.6488357,5.0826807,29.553356,39.317295,4.5630293,1.6553675,14.356183,1.0204488,1.9202187,,,0.00789407,0.41696745,0.096379235,0.62305915,0.022810766,1.1024485,0.5416324,24.452322,8.740108,9.137432,4.529857,0.037680045,2.1520596,36.14132,0.37395304,1.0338764,0.05124895,0.0,0.014273412,26.057026,0.7622003,0.78350264,15.619772,14.896392,6.1228604,17.826767,,0.038406182,0.0,0.0,1.5553261,0.0,16.948227,0.0009742413,1.2168244,0.69799495,0.51831686,0.4181143,7.142812,0.0,2.226715,0.035636347,24.180307,53.29809,0.0,0.0009493868,0.08261157,1.2474954,0.13405466,0.014257362,22.877766,5.0854216,3.4024382,3.4105027,0.045014657,0.0,0.034591198,40.63609,6.5789,0.0016030396,34.17767,48.722366,0.009552621,0.008829964,0.19668451,5.4681735,0.7318724,0.015066452,1.7460825,0.0016655459,,0.24273895,0.0,0.2600766,5.2185583,0.005158485,3.359348,0.0,0.2840743,5.300991,0.0,20.183943,0.074403614,4.598501,0.0,10.096988,4.460076,0.0106844995,8.642151,12.156036,0.9306107,8.209454,9.263172,15.512505,1.1276621,0.47729495,8.678523,1.2100797,,1.256519,36.166348,0.0,0.17163293,1.3893816,,12.3480215,4.543378,4.6114254,1.9988685,2.1853004,0.14385642,3.0037165,0.7726638,0.0,22.08481,0.598446,0.0,0.11379534,2.142192,0.0,0.001342129,39.021935,2.4644709,16.822779,9.07683,38.017612,7.006224,2.6847537,0.00059371727,9.620189,12.876789,0.46455678,0.0,,0.5359689,,4.006309,6.934948,0.25661135,0.14437705,0.26350898,2.856294,,0.11838604,5.810315,0.0017636986,14.339338,9.301573,2.2916114,0.77170813,48.713535,0.5201084,0.041673232,10.65491,2.5546803,0.18586278,0.0,6.862737,20.885231,3.0074782,0.63237774,1.045922,21.811363,0.015347835,21.895584,5.5361063e-05,7.954887,0.9124125,1.0769246,1.0489116,3.898537,19.894846,1.2690378,2.068694,9.252365,0.55816287,32.19192,2.9908667,12.638816,6.982176
